_id,location_level,location_id,ethnicity,covid_test,covid_count,covid_deaths,covid_test_pct,covid_count_pct,covid_deaths_pct,county_name
1,c,18001,Hispanic or Latino,296,68,0,3.75,4.32,0.0,Adams
2,c,18001,Not Hispanic or Latino,5591,1234,15,70.84,78.4,78.95,Adams
3,c,18001,Unknown,2005,272,4,25.41,17.28,21.05,Adams
4,c,18003,Hispanic or Latino,4946,1279,10,4.64,7.68,3.47,Allen
5,c,18003,Not Hispanic or Latino,64948,10593,175,60.97,63.62,60.76,Allen
6,c,18003,Unknown,36626,4778,103,34.38,28.7,35.76,Allen
7,c,18005,Hispanic or Latino,851,250,0,3.39,8.65,0.0,Bartholomew
8,c,18005,Not Hispanic or Latino,9047,1189,17,36.01,41.16,27.42,Bartholomew
9,c,18005,Unknown,15223,1450,45,60.6,50.19,72.58,Bartholomew
10,c,18007,Hispanic or Latino,187,50,Suppressed,6.77,16.56,Suppressed,Benton
11,c,18007,Not Hispanic or Latino,1871,205,Suppressed,67.74,67.88,Suppressed,Benton
12,c,18007,Unknown,704,47,Suppressed,25.49,15.56,Suppressed,Benton
13,c,18009,Hispanic or Latino,35,11,0,1.0,2.28,0.0,Blackford
14,c,18009,Not Hispanic or Latino,2711,334,6,77.17,69.29,60.0,Blackford
15,c,18009,Unknown,767,137,4,21.83,28.42,40.0,Blackford
16,c,18011,Hispanic or Latino,270,49,0,1.32,2.16,0.0,Boone
17,c,18011,Not Hispanic or Latino,8740,986,20,42.83,43.42,37.04,Boone
18,c,18011,Unknown,11397,1236,34,55.85,54.43,62.96,Boone
19,c,18013,Hispanic or Latino,37,1,Suppressed,1.29,0.32,Suppressed,Brown
20,c,18013,Not Hispanic or Latino,2024,225,Suppressed,70.79,73.05,Suppressed,Brown
21,c,18013,Unknown,798,82,Suppressed,27.91,26.62,Suppressed,Brown
22,c,18015,Hispanic or Latino,139,46,0,2.85,7.22,0.0,Carroll
23,c,18015,Not Hispanic or Latino,2957,362,5,60.56,56.83,38.46,Carroll
24,c,18015,Unknown,1787,229,8,36.6,35.95,61.54,Carroll
25,c,18017,Hispanic or Latino,1759,1000,3,13.41,34.61,9.68,Cass
26,c,18017,Not Hispanic or Latino,5391,959,7,41.11,33.19,22.58,Cass
27,c,18017,Unknown,5963,930,21,45.47,32.19,67.74,Cass
28,c,18019,Hispanic or Latino,1400,344,2,4.0,7.18,2.7,Clark
29,c,18019,Not Hispanic or Latino,16861,2540,45,48.19,52.99,60.81,Clark
30,c,18019,Unknown,16726,1909,27,47.81,39.83,36.49,Clark
31,c,18021,Hispanic or Latino,33,10,0,0.47,0.93,0.0,Clay
32,c,18021,Not Hispanic or Latino,2875,523,4,41.0,48.74,19.05,Clay
33,c,18021,Unknown,4105,540,17,58.53,50.33,80.95,Clay
34,c,18023,Hispanic or Latino,1862,439,0,14.97,26.21,0.0,Clinton
35,c,18023,Not Hispanic or Latino,8051,995,19,64.73,59.4,95.0,Clinton
36,c,18023,Unknown,2525,241,1,20.3,14.39,5.0,Clinton
37,c,18025,Hispanic or Latino,19,4,Suppressed,0.72,1.5,Suppressed,Crawford
38,c,18025,Not Hispanic or Latino,1581,156,Suppressed,59.93,58.65,Suppressed,Crawford
39,c,18025,Unknown,1038,106,Suppressed,39.35,39.85,Suppressed,Crawford
40,c,18027,Hispanic or Latino,73,27,0,0.95,1.91,0.0,Daviess
41,c,18027,Not Hispanic or Latino,1492,316,15,19.36,22.4,34.88,Daviess
42,c,18027,Unknown,6141,1068,28,79.69,75.69,65.12,Daviess
43,c,18029,Hispanic or Latino,112,16,0,0.83,0.8,0.0,Dearborn
44,c,18029,Not Hispanic or Latino,6753,1122,20,49.9,56.13,68.97,Dearborn
45,c,18029,Unknown,6669,861,9,49.28,43.07,31.03,Dearborn
46,c,18031,Hispanic or Latino,70,16,0,0.96,1.35,0.0,Decatur
47,c,18031,Not Hispanic or Latino,5052,835,25,69.3,70.4,59.52,Decatur
48,c,18031,Unknown,2168,335,17,29.74,28.25,40.48,Decatur
49,c,18033,Hispanic or Latino,236,55,0,2.31,3.34,0.0,De Kalb
50,c,18033,Not Hispanic or Latino,8114,1357,20,79.46,82.34,76.92,De Kalb
51,c,18033,Unknown,1861,236,6,18.23,14.32,23.08,De Kalb
52,c,18035,Hispanic or Latino,431,73,0,1.31,1.57,0.0,Delaware
53,c,18035,Not Hispanic or Latino,20899,2822,73,63.62,60.65,70.87,Delaware
54,c,18035,Unknown,11519,1758,30,35.07,37.78,29.13,Delaware
55,c,18037,Hispanic or Latino,969,313,3,8.24,13.86,10.0,Dubois
56,c,18037,Not Hispanic or Latino,6548,1539,10,55.68,68.16,33.33,Dubois
57,c,18037,Unknown,4244,406,17,36.09,17.98,56.67,Dubois
