_id,location_level,location_id,ethnicity,covid_test,covid_count,covid_deaths,covid_test_pct,covid_count_pct,covid_deaths_pct,county_name
1,c,18001,Hispanic or Latino,221,36,Suppressed,3.96,7.45,Suppressed,Adams
2,c,18001,Not Hispanic or Latino,3833,333,Suppressed,68.73,68.94,Suppressed,Adams
3,c,18001,Unknown,1523,114,Suppressed,27.31,23.6,Suppressed,Adams
4,c,18003,Hispanic or Latino,3386,726,9,4.34,8.93,3.95,Allen
5,c,18003,Not Hispanic or Latino,43971,4387,132,56.31,53.97,57.89,Allen
6,c,18003,Unknown,30731,3016,87,39.35,37.1,38.16,Allen
7,c,18005,Hispanic or Latino,585,140,0,3.01,9.89,0.0,Bartholomew
8,c,18005,Not Hispanic or Latino,6229,453,17,32.02,32.01,29.31,Bartholomew
9,c,18005,Unknown,12640,822,41,64.97,58.09,70.69,Bartholomew
10,c,18007,Hispanic or Latino,159,44,Suppressed,7.78,40.0,Suppressed,Benton
11,c,18007,Not Hispanic or Latino,1311,52,Suppressed,64.17,47.27,Suppressed,Benton
12,c,18007,Unknown,573,14,Suppressed,28.05,12.73,Suppressed,Benton
13,c,18009,Hispanic or Latino,24,9,Suppressed,0.95,4.31,Suppressed,Blackford
14,c,18009,Not Hispanic or Latino,1908,145,Suppressed,75.36,69.38,Suppressed,Blackford
15,c,18009,Unknown,600,55,Suppressed,23.7,26.32,Suppressed,Blackford
16,c,18011,Hispanic or Latino,183,19,0,1.15,1.55,0.0,Boone
17,c,18011,Not Hispanic or Latino,6377,447,19,40.21,36.58,38.0,Boone
18,c,18011,Unknown,9298,756,31,58.63,61.87,62.0,Boone
19,c,18013,Hispanic or Latino,28,1,Suppressed,1.26,0.72,Suppressed,Brown
20,c,18013,Not Hispanic or Latino,1494,85,Suppressed,67.48,61.15,Suppressed,Brown
21,c,18013,Unknown,692,53,Suppressed,31.26,38.13,Suppressed,Brown
22,c,18015,Hispanic or Latino,115,32,0,2.94,9.85,0.0,Carroll
23,c,18015,Not Hispanic or Latino,2330,156,5,59.59,48.0,38.46,Carroll
24,c,18015,Unknown,1465,137,8,37.47,42.15,61.54,Carroll
25,c,18017,Hispanic or Latino,1632,966,3,15.05,43.12,13.64,Cass
26,c,18017,Not Hispanic or Latino,4170,627,5,38.44,27.99,22.73,Cass
27,c,18017,Unknown,5045,647,14,46.51,28.88,63.64,Cass
28,c,18019,Hispanic or Latino,1115,264,2,4.09,8.98,3.28,Clark
29,c,18019,Not Hispanic or Latino,12802,1445,38,46.96,49.17,62.3,Clark
30,c,18019,Unknown,13344,1230,21,48.95,41.85,34.43,Clark
31,c,18021,Hispanic or Latino,20,0,Suppressed,0.38,0.0,Suppressed,Clay
32,c,18021,Not Hispanic or Latino,1989,205,Suppressed,37.56,45.96,Suppressed,Clay
33,c,18021,Unknown,3287,241,Suppressed,62.07,54.04,Suppressed,Clay
34,c,18023,Hispanic or Latino,1477,261,0,15.11,30.81,0.0,Clinton
35,c,18023,Not Hispanic or Latino,6165,446,16,63.09,52.66,100.0,Clinton
36,c,18023,Unknown,2130,140,0,21.8,16.53,0.0,Clinton
37,c,18025,Hispanic or Latino,14,2,Suppressed,0.67,1.27,Suppressed,Crawford
38,c,18025,Not Hispanic or Latino,1282,100,Suppressed,61.49,63.29,Suppressed,Crawford
39,c,18025,Unknown,789,56,Suppressed,37.84,35.44,Suppressed,Crawford
40,c,18027,Hispanic or Latino,63,19,0,1.03,2.18,0.0,Daviess
41,c,18027,Not Hispanic or Latino,1220,224,13,20.04,25.72,39.39,Daviess
42,c,18027,Unknown,4804,628,20,78.92,72.1,60.61,Daviess
43,c,18029,Hispanic or Latino,84,6,0,0.8,0.63,0.0,Dearborn
44,c,18029,Not Hispanic or Latino,4979,531,20,47.66,55.95,71.43,Dearborn
45,c,18029,Unknown,5383,412,8,51.53,43.41,28.57,Dearborn
46,c,18031,Hispanic or Latino,55,7,0,0.98,1.39,0.0,Decatur
47,c,18031,Not Hispanic or Latino,3814,309,23,67.65,61.31,58.97,Decatur
48,c,18031,Unknown,1769,188,16,31.38,37.3,41.03,Decatur
49,c,18033,Hispanic or Latino,175,20,0,2.45,2.82,0.0,De Kalb
50,c,18033,Not Hispanic or Latino,5522,540,6,77.45,76.06,54.55,De Kalb
51,c,18033,Unknown,1433,150,5,20.1,21.13,45.45,De Kalb
52,c,18035,Hispanic or Latino,329,37,0,1.27,1.26,0.0,Delaware
53,c,18035,Not Hispanic or Latino,16230,1701,54,62.53,58.02,72.97,Delaware
54,c,18035,Unknown,9395,1194,20,36.2,40.72,27.03,Delaware
55,c,18037,Hispanic or Latino,886,276,3,9.26,19.91,11.54,Dubois
56,c,18037,Not Hispanic or Latino,5277,857,8,55.13,61.83,30.77,Dubois
57,c,18037,Unknown,3409,253,15,35.61,18.25,57.69,Dubois
58,c,18039,Hispanic or Latino,5175,1719,11,8.8,19.63,8.15,Elkhart
59,c,18039,Not Hispanic or Latino,15721,2126,53,26.72,24.27,39.26,Elkhart
60,c,18039,Unknown,37940,4914,71,64.48,56.1,52.59,Elkhart
61,c,18041,Hispanic or Latino,20,4,0,0.37,0.6,0.0,Fayette
62,c,18041,Not Hispanic or Latino,2586,384,9,47.41,57.66,50.0,Fayette
63,c,18041,Unknown,2848,278,9,52.22,41.74,50.0,Fayette
64,c,18043,Hispanic or Latino,295,54,0,1.65,3.02,0.0,Floyd
65,c,18043,Not Hispanic or Latino,8330,878,40,46.68,49.02,59.7,Floyd
66,c,18043,Unknown,9220,859,27,51.67,47.96,40.3,Floyd
67,c,18045,Hispanic or Latino,40,5,Suppressed,1.18,1.7,Suppressed,Fountain
68,c,18045,Not Hispanic or Latino,1739,162,Suppressed,51.18,55.1,Suppressed,Fountain
69,c,18045,Unknown,1619,127,Suppressed,47.65,43.2,Suppressed,Fountain
70,c,18047,Hispanic or Latino,9,2,1,0.31,0.54,4.0,Franklin
71,c,18047,Not Hispanic or Latino,1566,219,10,53.96,58.87,40.0,Franklin
72,c,18047,Unknown,1327,151,14,45.73,40.59,56.0,Franklin
73,c,18049,Hispanic or Latino,143,35,Suppressed,3.45,9.94,Suppressed,Fulton
74,c,18049,Not Hispanic or Latino,1982,191,Suppressed,47.83,54.26,Suppressed,Fulton
75,c,18049,Unknown,2019,126,Suppressed,48.72,35.8,Suppressed,Fulton
76,c,18051,Hispanic or Latino,78,11,0,1.18,1.26,0.0,Gibson
77,c,18051,Not Hispanic or Latino,2524,188,4,38.33,21.58,36.36,Gibson
78,c,18051,Unknown,3983,672,7,60.49,77.15,63.64,Gibson
79,c,18053,Hispanic or Latino,420,50,0,2.85,3.99,0.0,Grant
80,c,18053,Not Hispanic or Latino,7958,782,22,53.99,62.41,56.41,Grant
81,c,18053,Unknown,6362,421,17,43.16,33.6,43.59,Grant
82,c,18055,Hispanic or Latino,54,10,0,0.82,1.88,0.0,Greene
83,c,18055,Not Hispanic or Latino,4000,336,29,60.57,63.04,78.38,Greene
