_id,location_level,location_id,ethnicity,covid_test,covid_count,covid_deaths,covid_test_pct,covid_count_pct,covid_deaths_pct,county_name
1,c,18001,Hispanic or Latino,202,33,Suppressed,4.2,9.91,Suppressed,Adams
2,c,18001,Not Hispanic or Latino,3282,207,Suppressed,68.23,62.16,Suppressed,Adams
3,c,18001,Unknown,1326,93,Suppressed,27.57,27.93,Suppressed,Adams
4,c,18003,Hispanic or Latino,2902,595,6,4.16,8.69,2.87,Allen
5,c,18003,Not Hispanic or Latino,38180,3550,120,54.75,51.84,57.42,Allen
6,c,18003,Unknown,28654,2703,83,41.09,39.47,39.71,Allen
7,c,18005,Hispanic or Latino,492,100,0,2.75,8.03,0.0,Bartholomew
8,c,18005,Not Hispanic or Latino,5624,393,16,31.48,31.54,28.07,Bartholomew
9,c,18005,Unknown,11752,753,41,65.77,60.43,71.93,Bartholomew
10,c,18007,Hispanic or Latino,155,42,Suppressed,8.2,46.67,Suppressed,Benton
11,c,18007,Not Hispanic or Latino,1197,37,Suppressed,63.3,41.11,Suppressed,Benton
12,c,18007,Unknown,539,11,Suppressed,28.5,12.22,Suppressed,Benton
13,c,18009,Hispanic or Latino,23,8,Suppressed,1.03,5.19,Suppressed,Blackford
14,c,18009,Not Hispanic or Latino,1676,99,Suppressed,74.89,64.29,Suppressed,Blackford
15,c,18009,Unknown,539,47,Suppressed,24.08,30.52,Suppressed,Blackford
16,c,18011,Hispanic or Latino,162,18,0,1.11,1.67,0.0,Boone
17,c,18011,Not Hispanic or Latino,5813,390,16,39.83,36.21,34.78,Boone
18,c,18011,Unknown,8618,669,30,59.06,62.12,65.22,Boone
19,c,18013,Hispanic or Latino,25,1,Suppressed,1.22,0.89,Suppressed,Brown
20,c,18013,Not Hispanic or Latino,1368,65,Suppressed,66.99,58.04,Suppressed,Brown
21,c,18013,Unknown,649,46,Suppressed,31.78,41.07,Suppressed,Brown
22,c,18015,Hispanic or Latino,112,31,0,3.08,10.62,0.0,Carroll
23,c,18015,Not Hispanic or Latino,2153,143,5,59.28,48.97,38.46,Carroll
24,c,18015,Unknown,1367,118,8,37.64,40.41,61.54,Carroll
25,c,18017,Hispanic or Latino,1600,963,3,15.82,46.34,27.27,Cass
26,c,18017,Not Hispanic or Latino,3770,554,4,37.28,26.66,36.36,Cass
27,c,18017,Unknown,4744,561,4,46.91,27.0,36.36,Cass
28,c,18019,Hispanic or Latino,1025,233,2,4.16,9.43,3.51,Clark
29,c,18019,Not Hispanic or Latino,11563,1212,36,46.94,49.07,63.16,Clark
30,c,18019,Unknown,12043,1025,19,48.89,41.5,33.33,Clark
31,c,18021,Hispanic or Latino,19,0,Suppressed,0.39,0.0,Suppressed,Clay
32,c,18021,Not Hispanic or Latino,1820,160,Suppressed,37.04,45.98,Suppressed,Clay
33,c,18021,Unknown,3074,188,Suppressed,62.57,54.02,Suppressed,Clay
34,c,18023,Hispanic or Latino,1363,225,0,15.17,31.73,0.0,Clinton
35,c,18023,Not Hispanic or Latino,5651,367,14,62.89,51.76,100.0,Clinton
36,c,18023,Unknown,1971,117,0,21.94,16.5,0.0,Clinton
37,c,18025,Hispanic or Latino,13,2,Suppressed,0.69,1.63,Suppressed,Crawford
38,c,18025,Not Hispanic or Latino,1170,82,Suppressed,61.68,66.67,Suppressed,Crawford
39,c,18025,Unknown,714,39,Suppressed,37.64,31.71,Suppressed,Crawford
40,c,18027,Hispanic or Latino,61,18,0,1.09,2.47,0.0,Daviess
41,c,18027,Not Hispanic or Latino,1139,202,12,20.35,27.67,40.0,Daviess
42,c,18027,Unknown,4398,510,18,78.56,69.86,60.0,Daviess
43,c,18029,Hispanic or Latino,79,5,0,0.83,0.68,0.0,Dearborn
44,c,18029,Not Hispanic or Latino,4468,407,20,46.77,55.53,71.43,Dearborn
45,c,18029,Unknown,5007,321,8,52.41,43.79,28.57,Dearborn
46,c,18031,Hispanic or Latino,52,6,0,1.01,1.28,0.0,Decatur
47,c,18031,Not Hispanic or Latino,3421,291,23,66.56,61.91,58.97,Decatur
48,c,18031,Unknown,1667,173,16,32.43,36.81,41.03,Decatur
