_id,location_level,location_id,ethnicity,covid_test,covid_count,covid_deaths,covid_test_pct,covid_count_pct,covid_deaths_pct,county_name
1,c,18001,Hispanic or Latino,170,19,Suppressed,4.35,8.56,Suppressed,Adams
2,c,18001,Not Hispanic or Latino,2593,127,Suppressed,66.4,57.21,Suppressed,Adams
3,c,18001,Unknown,1142,76,Suppressed,29.24,34.23,Suppressed,Adams
4,c,18003,Hispanic or Latino,2339,461,6,4.02,8.16,3.11,Allen
5,c,18003,Not Hispanic or Latino,30567,2865,108,52.48,50.69,55.96,Allen
6,c,18003,Unknown,25341,2326,79,43.51,41.15,40.93,Allen
7,c,18005,Hispanic or Latino,396,85,0,2.52,7.56,0.0,Bartholomew
8,c,18005,Not Hispanic or Latino,4884,359,15,31.06,31.91,26.79,Bartholomew
9,c,18005,Unknown,10444,681,41,66.42,60.53,73.21,Bartholomew
10,c,18007,Hispanic or Latino,145,38,Suppressed,9.09,43.68,Suppressed,Benton
11,c,18007,Not Hispanic or Latino,989,37,Suppressed,62.01,42.53,Suppressed,Benton
12,c,18007,Unknown,461,12,Suppressed,28.9,13.79,Suppressed,Benton
13,c,18009,Hispanic or Latino,17,4,Suppressed,0.95,3.88,Suppressed,Blackford
14,c,18009,Not Hispanic or Latino,1333,65,Suppressed,74.34,63.11,Suppressed,Blackford
15,c,18009,Unknown,443,34,Suppressed,24.71,33.01,Suppressed,Blackford
16,c,18011,Hispanic or Latino,137,18,0,1.07,1.93,0.0,Boone
17,c,18011,Not Hispanic or Latino,5029,329,16,39.1,35.3,34.78,Boone
18,c,18011,Unknown,7695,585,30,59.83,62.77,65.22,Boone
19,c,18013,Hispanic or Latino,25,1,Suppressed,1.38,1.1,Suppressed,Brown
20,c,18013,Not Hispanic or Latino,1214,52,Suppressed,66.85,57.14,Suppressed,Brown
21,c,18013,Unknown,577,38,Suppressed,31.77,41.76,Suppressed,Brown
22,c,18015,Hispanic or Latino,102,31,0,3.13,11.65,0.0,Carroll
23,c,18015,Not Hispanic or Latino,1939,124,5,59.5,46.62,38.46,Carroll
24,c,18015,Unknown,1218,111,8,37.37,41.73,61.54,Carroll
25,c,18017,Hispanic or Latino,1500,957,Suppressed,16.51,50.08,Suppressed,Cass
26,c,18017,Not Hispanic or Latino,3298,510,Suppressed,36.29,26.69,Suppressed,Cass
27,c,18017,Unknown,4290,444,Suppressed,47.21,23.23,Suppressed,Cass
28,c,18019,Hispanic or Latino,865,195,2,4.18,9.74,3.77,Clark
29,c,18019,Not Hispanic or Latino,9630,979,35,46.51,48.88,66.04,Clark
30,c,18019,Unknown,10210,829,16,49.31,41.39,30.19,Clark
31,c,18021,Hispanic or Latino,17,0,Suppressed,0.39,0.0,Suppressed,Clay
32,c,18021,Not Hispanic or Latino,1626,127,Suppressed,37.12,45.85,Suppressed,Clay
33,c,18021,Unknown,2737,150,Suppressed,62.49,54.15,Suppressed,Clay
34,c,18023,Hispanic or Latino,1211,200,0,15.31,34.19,0.0,Clinton
35,c,18023,Not Hispanic or Latino,4922,292,11,62.23,49.91,100.0,Clinton
36,c,18023,Unknown,1777,93,0,22.47,15.9,0.0,Clinton
