_id,location_level,location_id,ethnicity,covid_test,covid_count,covid_deaths,covid_test_pct,covid_count_pct,covid_deaths_pct,county_name
1,c,18001,Hispanic or Latino,187,23,Suppressed,4.33,9.02,Suppressed,Adams
2,c,18001,Not Hispanic or Latino,2919,154,Suppressed,67.54,60.39,Suppressed,Adams
3,c,18001,Unknown,1216,78,Suppressed,28.14,30.59,Suppressed,Adams
4,c,18003,Hispanic or Latino,2571,506,6,4.09,8.28,2.99,Allen
5,c,18003,Not Hispanic or Latino,33693,3144,113,53.59,51.43,56.22,Allen
6,c,18003,Unknown,26607,2463,82,42.32,40.29,40.8,Allen
7,c,18005,Hispanic or Latino,414,88,0,2.5,7.62,0.0,Bartholomew
8,c,18005,Not Hispanic or Latino,5175,372,16,31.26,32.21,28.07,Bartholomew
9,c,18005,Unknown,10967,695,41,66.24,60.17,71.93,Bartholomew
10,c,18007,Hispanic or Latino,149,38,Suppressed,8.52,43.18,Suppressed,Benton
11,c,18007,Not Hispanic or Latino,1098,38,Suppressed,62.78,43.18,Suppressed,Benton
12,c,18007,Unknown,502,12,Suppressed,28.7,13.64,Suppressed,Benton
13,c,18009,Hispanic or Latino,17,4,Suppressed,0.85,3.51,Suppressed,Blackford
14,c,18009,Not Hispanic or Latino,1492,71,Suppressed,74.53,62.28,Suppressed,Blackford
15,c,18009,Unknown,493,39,Suppressed,24.63,34.21,Suppressed,Blackford
16,c,18011,Hispanic or Latino,145,18,0,1.07,1.88,0.0,Boone
17,c,18011,Not Hispanic or Latino,5321,340,16,39.33,35.42,34.78,Boone
18,c,18011,Unknown,8062,602,30,59.59,62.71,65.22,Boone
19,c,18013,Hispanic or Latino,25,1,Suppressed,1.3,0.96,Suppressed,Brown
20,c,18013,Not Hispanic or Latino,1296,59,Suppressed,67.15,56.73,Suppressed,Brown
21,c,18013,Unknown,609,44,Suppressed,31.55,42.31,Suppressed,Brown
22,c,18015,Hispanic or Latino,106,31,0,3.12,11.36,0.0,Carroll
23,c,18015,Not Hispanic or Latino,2018,130,5,59.37,47.62,38.46,Carroll
24,c,18015,Unknown,1275,112,8,37.51,41.03,61.54,Carroll
25,c,18017,Hispanic or Latino,1560,959,Suppressed,16.3,49.46,Suppressed,Cass
26,c,18017,Not Hispanic or Latino,3528,523,Suppressed,36.86,26.97,Suppressed,Cass
27,c,18017,Unknown,4484,457,Suppressed,46.84,23.57,Suppressed,Cass
28,c,18019,Hispanic or Latino,911,206,2,4.1,9.42,3.57,Clark
29,c,18019,Not Hispanic or Latino,10352,1084,36,46.6,49.57,64.29,Clark
30,c,18019,Unknown,10953,897,18,49.3,41.02,32.14,Clark
31,c,18021,Hispanic or Latino,19,0,Suppressed,0.41,0.0,Suppressed,Clay
32,c,18021,Not Hispanic or Latino,1705,137,Suppressed,37.03,45.82,Suppressed,Clay
33,c,18021,Unknown,2880,162,Suppressed,62.55,54.18,Suppressed,Clay
34,c,18023,Hispanic or Latino,1272,204,0,15.35,34.29,0.0,Clinton
35,c,18023,Not Hispanic or Latino,5169,297,14,62.38,49.92,100.0,Clinton
36,c,18023,Unknown,1845,94,0,22.27,15.8,0.0,Clinton
37,c,18025,Hispanic or Latino,13,2,Suppressed,0.75,1.92,Suppressed,Crawford
38,c,18025,Not Hispanic or Latino,1061,69,Suppressed,61.47,66.35,Suppressed,Crawford
39,c,18025,Unknown,652,33,Suppressed,37.78,31.73,Suppressed,Crawford
40,c,18027,Hispanic or Latino,60,18,0,1.15,2.74,0.0,Daviess
41,c,18027,Not Hispanic or Latino,1056,187,12,20.2,28.42,42.86,Daviess
42,c,18027,Unknown,4113,453,16,78.66,68.84,57.14,Daviess
43,c,18029,Hispanic or Latino,77,4,0,0.87,0.62,0.0,Dearborn
44,c,18029,Not Hispanic or Latino,4171,353,20,46.98,54.56,71.43,Dearborn
45,c,18029,Unknown,4630,290,8,52.15,44.82,28.57,Dearborn
46,c,18031,Hispanic or Latino,50,5,0,1.01,1.09,0.0,Decatur
47,c,18031,Not Hispanic or Latino,3312,288,23,66.98,62.88,58.97,Decatur
48,c,18031,Unknown,1583,165,16,32.01,36.03,41.03,Decatur
49,c,18033,Hispanic or Latino,143,17,0,2.47,3.63,0.0,De Kalb
50,c,18033,Not Hispanic or Latino,4411,330,6,76.04,70.51,54.55,De Kalb
51,c,18033,Unknown,1247,121,5,21.5,25.85,45.45,De Kalb
52,c,18035,Hispanic or Latino,252,31,0,1.18,1.62,0.0,Delaware
53,c,18035,Not Hispanic or Latino,13117,1024,45,61.46,53.39,73.77,Delaware
54,c,18035,Unknown,7974,863,16,37.36,44.99,26.23,Delaware
55,c,18037,Hispanic or Latino,836,260,3,10.1,26.97,16.67,Dubois
56,c,18037,Not Hispanic or Latino,4559,522,4,55.09,54.15,22.22,Dubois
57,c,18037,Unknown,2880,182,11,34.8,18.88,61.11,Dubois
58,c,18039,Hispanic or Latino,4069,1251,9,8.18,19.31,8.26,Elkhart
59,c,18039,Not Hispanic or Latino,12927,1405,41,25.98,21.69,37.61,Elkhart
60,c,18039,Unknown,32765,3821,59,65.84,58.99,54.13,Elkhart
61,c,18041,Hispanic or Latino,18,2,0,0.39,0.48,0.0,Fayette
62,c,18041,Not Hispanic or Latino,2176,236,5,47.29,56.32,38.46,Fayette
63,c,18041,Unknown,2407,181,8,52.31,43.2,61.54,Fayette
64,c,18043,Hispanic or Latino,237,49,0,1.64,3.63,0.0,Floyd
65,c,18043,Not Hispanic or Latino,6440,636,38,44.46,47.08,62.3,Floyd
66,c,18043,Unknown,7807,666,23,53.9,49.3,37.7,Floyd
67,c,18045,Hispanic or Latino,26,2,Suppressed,0.96,1.67,Suppressed,Fountain
68,c,18045,Not Hispanic or Latino,1311,57,Suppressed,48.41,47.5,Suppressed,Fountain
69,c,18045,Unknown,1371,61,Suppressed,50.63,50.83,Suppressed,Fountain
70,c,18047,Hispanic or Latino,7,2,1,0.29,0.66,4.0,Franklin
71,c,18047,Not Hispanic or Latino,1266,170,10,52.34,56.11,40.0,Franklin
72,c,18047,Unknown,1146,131,14,47.37,43.23,56.0,Franklin
73,c,18049,Hispanic or Latino,127,31,Suppressed,3.72,13.19,Suppressed,Fulton
