_id,location_level,location_id,ethnicity,covid_test,covid_count,covid_deaths,covid_test_pct,covid_count_pct,covid_deaths_pct,county_name
1,c,18001,Hispanic or Latino,217,36,Suppressed,4.05,8.02,Suppressed,Adams
2,c,18001,Not Hispanic or Latino,3681,303,Suppressed,68.65,67.48,Suppressed,Adams
3,c,18001,Unknown,1464,110,Suppressed,27.3,24.5,Suppressed,Adams
4,c,18003,Hispanic or Latino,3215,677,9,4.27,8.83,4.09,Allen
5,c,18003,Not Hispanic or Latino,42091,4076,126,55.87,53.16,57.27,Allen
6,c,18003,Unknown,30033,2914,85,39.86,38.01,38.64,Allen
7,c,18005,Hispanic or Latino,551,126,0,2.92,9.24,0.0,Bartholomew
8,c,18005,Not Hispanic or Latino,6021,441,16,31.89,32.36,28.07,Bartholomew
9,c,18005,Unknown,12308,796,41,65.19,58.4,71.93,Bartholomew
10,c,18007,Hispanic or Latino,157,44,Suppressed,7.91,41.9,Suppressed,Benton
11,c,18007,Not Hispanic or Latino,1272,49,Suppressed,64.08,46.67,Suppressed,Benton
12,c,18007,Unknown,556,12,Suppressed,28.01,11.43,Suppressed,Benton
13,c,18009,Hispanic or Latino,24,8,Suppressed,0.99,4.44,Suppressed,Blackford
14,c,18009,Not Hispanic or Latino,1846,121,Suppressed,76.0,67.22,Suppressed,Blackford
15,c,18009,Unknown,559,51,Suppressed,23.01,28.33,Suppressed,Blackford
16,c,18011,Hispanic or Latino,176,18,0,1.14,1.54,0.0,Boone
17,c,18011,Not Hispanic or Latino,6222,428,18,40.21,36.55,37.5,Boone
18,c,18011,Unknown,9076,725,30,58.65,61.91,62.5,Boone
19,c,18013,Hispanic or Latino,27,1,Suppressed,1.25,0.79,Suppressed,Brown
20,c,18013,Not Hispanic or Latino,1453,75,Suppressed,67.46,59.06,Suppressed,Brown
21,c,18013,Unknown,674,51,Suppressed,31.29,40.16,Suppressed,Brown
22,c,18015,Hispanic or Latino,113,31,0,2.96,10.16,0.0,Carroll
23,c,18015,Not Hispanic or Latino,2270,148,5,59.52,48.52,38.46,Carroll
24,c,18015,Unknown,1431,126,8,37.52,41.31,61.54,Carroll
25,c,18017,Hispanic or Latino,1625,964,3,15.3,43.88,15.0,Cass
26,c,18017,Not Hispanic or Latino,4049,610,5,38.13,27.77,25.0,Cass
27,c,18017,Unknown,4945,623,12,46.57,28.36,60.0,Cass
28,c,18019,Hispanic or Latino,1092,254,2,4.15,9.1,3.51,Clark
