_id,location_level,location_id,ethnicity,covid_test,covid_count,covid_deaths,covid_test_pct,covid_count_pct,covid_deaths_pct,county_name
1,c,18001,Hispanic or Latino,235,41,Suppressed,3.8,5.7,Suppressed,Adams
2,c,18001,Not Hispanic or Latino,4260,499,Suppressed,68.81,69.4,Suppressed,Adams
3,c,18001,Unknown,1696,179,Suppressed,27.39,24.9,Suppressed,Adams
4,c,18003,Hispanic or Latino,3808,854,9,4.44,8.75,3.77,Allen
5,c,18003,Not Hispanic or Latino,49445,5533,141,57.65,56.66,59.0,Allen
6,c,18003,Unknown,32515,3378,89,37.91,34.59,37.24,Allen
7,c,18005,Hispanic or Latino,651,151,0,3.11,9.3,0.0,Bartholomew
8,c,18005,Not Hispanic or Latino,6868,548,17,32.79,33.76,28.81,Bartholomew
9,c,18005,Unknown,13428,924,42,64.1,56.93,71.19,Bartholomew
10,c,18007,Hispanic or Latino,167,48,Suppressed,7.63,38.71,Suppressed,Benton
11,c,18007,Not Hispanic or Latino,1420,59,Suppressed,64.84,47.58,Suppressed,Benton
12,c,18007,Unknown,603,17,Suppressed,27.53,13.71,Suppressed,Benton
13,c,18009,Hispanic or Latino,28,10,Suppressed,0.96,3.47,Suppressed,Blackford
14,c,18009,Not Hispanic or Latino,2212,212,Suppressed,75.75,73.61,Suppressed,Blackford
15,c,18009,Unknown,680,66,Suppressed,23.29,22.92,Suppressed,Blackford
16,c,18011,Hispanic or Latino,198,23,0,1.16,1.59,0.0,Boone
17,c,18011,Not Hispanic or Latino,6893,544,20,40.49,37.65,39.22,Boone
18,c,18011,Unknown,9934,878,31,58.35,60.76,60.78,Boone
19,c,18013,Hispanic or Latino,29,1,Suppressed,1.22,0.62,Suppressed,Brown
20,c,18013,Not Hispanic or Latino,1634,105,Suppressed,68.77,64.81,Suppressed,Brown
21,c,18013,Unknown,713,56,Suppressed,30.01,34.57,Suppressed,Brown
22,c,18015,Hispanic or Latino,125,38,0,2.99,9.6,0.0,Carroll
23,c,18015,Not Hispanic or Latino,2499,198,5,59.76,50.0,38.46,Carroll
24,c,18015,Unknown,1558,160,8,37.25,40.4,61.54,Carroll
25,c,18017,Hispanic or Latino,1651,971,3,14.35,40.21,11.54,Cass
26,c,18017,Not Hispanic or Latino,4484,726,6,38.96,30.06,23.08,Cass
27,c,18017,Unknown,5373,718,17,46.69,29.73,65.38,Cass
28,c,18019,Hispanic or Latino,1183,281,2,3.98,8.41,2.99,Clark
29,c,18019,Not Hispanic or Latino,14013,1681,42,47.14,50.28,62.69,Clark
30,c,18019,Unknown,14529,1381,23,48.88,41.31,34.33,Clark
31,c,18021,Hispanic or Latino,20,1,0,0.35,0.18,0.0,Clay
32,c,18021,Not Hispanic or Latino,2157,251,3,38.03,44.82,27.27,Clay
33,c,18021,Unknown,3495,308,8,61.62,55.0,72.73,Clay
34,c,18023,Hispanic or Latino,1607,327,0,15.26,30.08,0.0,Clinton
35,c,18023,Not Hispanic or Latino,6726,587,16,63.88,54.0,100.0,Clinton
36,c,18023,Unknown,2196,173,0,20.86,15.92,0.0,Clinton
37,c,18025,Hispanic or Latino,17,3,Suppressed,0.75,1.67,Suppressed,Crawford
38,c,18025,Not Hispanic or Latino,1390,113,Suppressed,61.13,62.78,Suppressed,Crawford
39,c,18025,Unknown,867,64,Suppressed,38.13,35.56,Suppressed,Crawford
40,c,18027,Hispanic or Latino,68,23,0,1.04,2.22,0.0,Daviess
41,c,18027,Not Hispanic or Latino,1270,246,13,19.35,23.75,36.11,Daviess
42,c,18027,Unknown,5225,767,23,79.61,74.03,63.89,Daviess
43,c,18029,Hispanic or Latino,93,9,0,0.82,0.77,0.0,Dearborn
44,c,18029,Not Hispanic or Latino,5448,642,20,48.26,54.68,71.43,Dearborn
45,c,18029,Unknown,5749,523,8,50.92,44.55,28.57,Dearborn
46,c,18031,Hispanic or Latino,58,7,0,0.97,1.11,0.0,Decatur
47,c,18031,Not Hispanic or Latino,4073,408,23,68.02,64.66,58.97,Decatur
48,c,18031,Unknown,1857,216,16,31.01,34.23,41.03,Decatur
49,c,18033,Hispanic or Latino,191,27,0,2.38,2.88,0.0,De Kalb
50,c,18033,Not Hispanic or Latino,6238,742,8,77.7,79.02,61.54,De Kalb
51,c,18033,Unknown,1599,170,5,19.92,18.1,38.46,De Kalb
52,c,18035,Hispanic or Latino,348,39,0,1.23,1.14,0.0,Delaware
53,c,18035,Not Hispanic or Latino,17694,2034,62,62.43,59.32,72.94,Delaware
54,c,18035,Unknown,10302,1356,23,36.35,39.55,27.06,Delaware
55,c,18037,Hispanic or Latino,916,285,3,8.97,17.2,10.71,Dubois
56,c,18037,Not Hispanic or Latino,5704,1084,10,55.88,65.42,35.71,Dubois
57,c,18037,Unknown,3587,288,15,35.14,17.38,53.57,Dubois
58,c,18039,Hispanic or Latino,5683,1984,13,8.91,18.89,8.55,Elkhart
59,c,18039,Not Hispanic or Latino,17441,2772,63,27.35,26.39,41.45,Elkhart
60,c,18039,Unknown,40650,5749,76,63.74,54.73,50.0,Elkhart
61,c,18041,Hispanic or Latino,26,5,0,0.42,0.53,0.0,Fayette
62,c,18041,Not Hispanic or Latino,3059,590,11,49.55,62.04,47.83,Fayette
63,c,18041,Unknown,3089,356,12,50.03,37.43,52.17,Fayette
64,c,18043,Hispanic or Latino,340,62,0,1.76,3.02,0.0,Floyd
65,c,18043,Not Hispanic or Latino,9202,1025,41,47.63,49.95,59.42,Floyd
66,c,18043,Unknown,9778,965,28,50.61,47.03,40.58,Floyd
67,c,18045,Hispanic or Latino,44,5,Suppressed,1.15,1.22,Suppressed,Fountain
68,c,18045,Not Hispanic or Latino,1964,215,Suppressed,51.51,52.57,Suppressed,Fountain
69,c,18045,Unknown,1805,189,Suppressed,47.34,46.21,Suppressed,Fountain
70,c,18047,Hispanic or Latino,10,2,1,0.32,0.49,3.85,Franklin
71,c,18047,Not Hispanic or Latino,1681,250,11,54.52,60.68,42.31,Franklin
72,c,18047,Unknown,1392,160,14,45.15,38.83,53.85,Franklin
