_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,50117,11003,84,3.45,8.48,2.39
2,Not Hispanic or Latino,596946,48796,1763,41.13,37.63,50.16
3,Unknown,804328,69878,1668,55.42,53.89,47.45
