_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,45861,10069,77,3.42,8.72,2.31
2,Not Hispanic or Latino,546269,42688,1696,40.72,36.99,50.78
3,Unknown,749332,62650,1567,55.86,54.29,46.92
