_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,40024,9070,68,3.54,9.17,2.17
2,Not Hispanic or Latino,474994,36468,1607,42.07,36.85,51.21
3,Unknown,614060,53423,1463,54.39,53.98,46.62
