_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,53910,12021,93,3.49,8.23,2.52
2,Not Hispanic or Latino,645180,56984,1843,41.73,39.04,50.01
3,Unknown,846837,76972,1749,54.78,52.73,47.46
