_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,58423,13452,101,3.53,7.95,2.53
2,Not Hispanic or Latino,700356,68672,1999,42.26,40.61,50.09
3,Unknown,898311,86988,1891,54.21,51.44,47.38
