_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,71415,18679,116,3.66,7.28,2.48
2,Not Hispanic or Latino,860439,115914,2387,44.08,45.15,50.94
3,Unknown,1020348,122151,2183,52.27,47.58,46.59
