_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,62928,15075,110,3.57,7.68,2.58
2,Not Hispanic or Latino,758510,83171,2157,43.05,42.4,50.53
3,Unknown,940509,97930,2002,53.38,49.92,46.9
