_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,74152,19838,123,3.69,7.2,2.52
2,Not Hispanic or Latino,892822,126113,2499,44.42,45.78,51.11
3,Unknown,1042789,129552,2267,51.89,47.02,46.37
