_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,45105,9931,76,3.41,8.76,2.3
2,Not Hispanic or Latino,537668,41852,1678,40.65,36.93,50.77
3,Unknown,740046,61554,1551,55.94,54.31,46.93
