_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,49775,10925,83,3.45,8.52,2.37
2,Not Hispanic or Latino,591718,48082,1757,41.07,37.5,50.2
3,Unknown,799424,69220,1660,55.48,53.98,47.43
