_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,46246,10148,78,3.42,8.71,2.33
2,Not Hispanic or Latino,550484,43169,1699,40.76,37.04,50.7
3,Unknown,753660,63232,1574,55.81,54.25,46.97
