_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,31644,8073,61,3.46,9.97,2.08
2,Not Hispanic or Latino,373656,29037,1512,40.85,35.85,51.67
3,Unknown,509333,43896,1353,55.69,54.19,46.24
