_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,55315,12432,98,3.5,8.16,2.59
2,Not Hispanic or Latino,661244,60125,1891,41.82,39.45,49.89
3,Unknown,864550,79839,1801,54.68,52.39,47.52
