_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,48034,10527,80,3.43,8.58,2.33
2,Not Hispanic or Latino,572922,45735,1730,40.97,37.29,50.45
3,Unknown,777566,66378,1619,55.6,54.12,47.21
