_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,77546,21306,128,3.71,7.08,2.53
2,Not Hispanic or Latino,937243,139600,2604,44.83,46.39,51.39
3,Unknown,1075939,140007,2335,51.46,46.53,46.08
