_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,79161,21913,129,3.72,7.01,2.47
2,Not Hispanic or Latino,957755,146141,2701,45.04,46.76,51.62
3,Unknown,1089479,144467,2402,51.24,46.23,45.91
