_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,30397,7875,61,3.43,10.02,2.1
2,Not Hispanic or Latino,358418,27934,1506,40.43,35.52,51.82
3,Unknown,497674,42823,1339,56.14,54.46,46.08
