_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,39565,8987,68,3.54,9.18,2.17
2,Not Hispanic or Latino,470545,36014,1603,42.11,36.79,51.26
3,Unknown,607317,52883,1456,54.35,54.03,46.56
