_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,46521,10204,78,3.42,8.69,2.33
2,Not Hispanic or Latino,553867,43512,1699,40.76,37.05,50.66
3,Unknown,758472,63734,1577,55.82,54.26,47.02
