_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,42192,9411,70,3.41,8.89,2.18
2,Not Hispanic or Latino,503010,38923,1647,40.6,36.79,51.24
3,Unknown,693782,57470,1497,56.0,54.32,46.58
