_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,35681,8517,65,3.53,9.63,2.15
2,Not Hispanic or Latino,420046,32096,1555,41.55,36.3,51.44
3,Unknown,555254,47808,1403,54.92,54.07,46.41
