_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,32794,8211,63,3.47,9.86,2.11
2,Not Hispanic or Latino,385205,29919,1536,40.74,35.93,51.56
3,Unknown,527472,45146,1380,55.79,54.21,46.32
