_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,44097,9780,74,3.41,8.83,2.26
2,Not Hispanic or Latino,524660,40907,1668,40.59,36.93,50.88
3,Unknown,723858,60072,1536,56.0,54.24,46.86
