_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,55054,12349,98,3.5,8.2,2.6
2,Not Hispanic or Latino,657214,59286,1883,41.8,39.35,49.88
3,Unknown,860082,79029,1794,54.7,52.45,47.52
