_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,36447,8643,65,3.52,9.55,2.13
2,Not Hispanic or Latino,428342,32862,1569,41.4,36.31,51.49
3,Unknown,569957,48999,1413,55.08,54.14,46.37
