_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,47520,10409,80,3.42,8.59,2.34
2,Not Hispanic or Latino,567274,45107,1725,40.88,37.22,50.47
3,Unknown,772937,65660,1613,55.7,54.19,47.19
