_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,45392,9979,77,3.41,8.74,2.32
2,Not Hispanic or Latino,541553,42190,1685,40.67,36.93,50.72
3,Unknown,744663,62067,1560,55.92,54.33,46.96
