_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,51057,11219,85,3.46,8.41,2.39
2,Not Hispanic or Latino,608917,50632,1784,41.29,37.95,50.18
3,Unknown,814665,71560,1686,55.25,53.64,47.43
