_id,ETHNICITY,COVID_TEST,COVID_COUNT,COVID_DEATHS,COVID_TEST_PCT,COVID_COUNT_PCT,COVID_DEATHS_PCT
1,Hispanic or Latino,47013,10314,79,3.43,8.66,2.33
2,Not Hispanic or Latino,559382,44215,1711,40.79,37.13,50.55
3,Unknown,764960,64537,1595,55.78,54.2,47.12
