_id,County,FIPS,Cases,Case Rate,Case Score,Positivity Rate,Positivity Score,County Score,County Score Color,Previous Positivity,Difference in Positivity
1,Adams,18001,156,436.03432370000001583321136422455310821533203125,3,0.059371229999999997062332113273441791534423828125,1,2,Orange (2 and 2.5),0.0588295630000000013826166878061485476791858673095703125,0.05416680000000000105853104059860925190150737762451171875
2,Allen,18003,1123,296.07249159999997800696291960775852203369140625,3,0.1061300480000000046043595602895948104560375213623046875,2,2.5,Orange (2 and 2.5),0.07534845299999999579387832682186854071915149688720703125,3.0781594999999999373585524153895676136016845703125
3,Bartholomew,18005,144,171.880781600000005937545211054384708404541015625,2,0.050277178999999998232350861826489563100039958953857421875,1,1.5,Yellow (1 and 1.5),0.04608474199999999798560423869275837205350399017333984375,0.41924369999999999691908669774420559406280517578125
4,Benton,18007,15,171.46776410000001078515197150409221649169921875,2,0.061222297000000001909736369043457671068608760833740234375,1,1.5,Yellow (1 and 1.5),0.025055978999999999057290978043965878896415233612060546875,3.61663180000000039626684156246483325958251953125
5,Blackford,18009,50,425.24238819999999350329744629561901092529296875,3,0.07884196400000000048979842404150986112654209136962890625,1,2,Orange (2 and 2.5),0.05167069700000000154194168544563581235706806182861328125,2.7171266999999996727410689345560967922210693359375
6,Boone,18011,154,226.99467889999999670180841349065303802490234375,3,0.069481504999999998961612845960189588367938995361328125,1,2,Orange (2 and 2.5),0.04326331199999999821415030964999459683895111083984375,2.6218193000000002967908585560508072376251220703125
7,Brown,18013,12,79.5123244100000050593735068105161190032958984375,1,0.023644275999999998794098843291067169047892093658447265625,0,0.5,Blue (0 and 0.5),0.019251049999999998718624993898629327304661273956298828125,0.43932260000000000754738493924378417432308197021484375
8,Carroll,18015,54,266.57451750000001311491359956562519073486328125,3,0.0828371420000000024952413468781742267310619354248046875,1,2,Orange (2 and 2.5),0.082104553999999996261038859302061609923839569091796875,0.07325879999999999891979740596070769242942333221435546875
9,Cass,18017,119,315.74199370000002318192855454981327056884765625,3,0.08375165099999999640534298350758035667240619659423828125,1,2,Orange (2 and 2.5),0.1020528970000000035245335539002553559839725494384765625,-1.8301247000000000486608087157947011291980743408203125
10,Clark,18019,284,240.0635661000000027343048714101314544677734375,3,0.08291121999999999381270043841141159646213054656982421875,1,2,Orange (2 and 2.5),0.088990921000000000606888761467416770756244659423828125,-0.6079700999999999577738662992487661540508270263671875
11,Clay,18021,100,381.31553860000002487140591256320476531982421875,3,0.12065078299999999755787172261989326216280460357666015625,2,2.5,Orange (2 and 2.5),0.094349756000000006839201205366407521069049835205078125,2.6301027000000001265789251192472875118255615234375
12,Clinton,18023,165,509.27497759999999971114448271691799163818359375,3,0.0635077950000000057695359600984374992549419403076171875,1,2,Orange (2 and 2.5),0.06688212699999999955036145138365100137889385223388671875,-0.337433199999999988705212672357447445392608642578125
13,Crawford,18025,16,151.27162709999998924104147590696811676025390625,2,0.0641928419999999999578932374788564629852771759033203125,1,1.5,Yellow (1 and 1.5),0.07942976799999999781842774382312200032174587249755859375,-1.523692599999999952586904328200034797191619873046875
14,Daviess,18027,112,335.8220142999999779931386001408100128173828125,3,0.141948542000000010876448186536435969173908233642578125,2,2.5,Orange (2 and 2.5),0.10556639299999999448420595626885187812149524688720703125,3.638215000000000198809857465676032006740570068359375
