_id,County,FIPS,Cases,Case Rate,Case Score,Positivity Rate,Positivity Score,County Score,County Score Color,Previous Positivity,Difference in Positivity
1,Adams,18001,81,226.4024373199999899952672421932220458984375,3,0.0539458280000000012233130064487340860068798065185546875,1,2,Orange (2 and 2.5),0.044501981000000002952621258600629516877233982086181640625,0.9443846000000000184826376425917260348796844482421875
2,Allen,18003,657,173.21427159000000983724021352827548980712890625,2,0.0742957459999999958455418891389854252338409423828125,1,1.5,Yellow (1 and 1.5),0.06442113600000000384060427904842072166502475738525390625,0.98746100000000003316102947792387567460536956787109375
3,Bartholomew,18005,91,108.61910502599999972517252899706363677978515625,2,0.0379979059999999979613249934118357487022876739501953125,0,1,Yellow (1 and 1.5),0.027653851999999999600188260728828026913106441497802734375,1.0344054000000000304027025777031667530536651611328125
4,Benton,18007,13,148.6053955190000124275684356689453125,2,0.040998217000000003462645281615550629794597625732421875,0,1,Yellow (1 and 1.5),0.01339285699999999933174077426656367606483399868011474609375,2.7605360000000001008402250590734183788299560546875
5,Blackford,18009,25,212.6211940809999987322953529655933380126953125,3,0.1227797830000000034456064668120234273374080657958984375,2,2.5,Orange (2 and 2.5),0.09225634800000000190767224239607458002865314483642578125,3.05234350000000009828227121033705770969390869140625
6,Boone,18011,73,107.6013737600000013117096386849880218505859375,2,0.039575274000000000562682345162102137692272663116455078125,0,1,Yellow (1 and 1.5),0.052049194000000000015493384353248984552919864654541015625,-1.247392000000000056303406381630338728427886962890625
7,Brown,18013,7,46.3821892389999987926785252057015895843505859375,1,0.038659085000000002751985306304050027392804622650146484375,0,0.5,Blue (0 and 0.5),0.125228757999999995575990396901033818721771240234375,-8.6569672999999998097564457566477358341217041015625
8,Carroll,18015,9,44.4290862419999967869443935342133045196533203125,1,0.01523436400000000023879920263425447046756744384765625,0,0.5,Blue (0 and 0.5),0.0102534659999999992752162114584280061535537242889404296875,0.4980898000000000269693600785103626549243927001953125
9,Cass,18017,82,217.57011329599998816775041632354259490966796875,3,0.1139467309999999955483218627705355174839496612548828125,2,2.5,Orange (2 and 2.5),0.10561010199999999736863998123226338066160678863525390625,0.83366299999999993186605706796399317681789398193359375
10,Clark,18019,228,192.7270882990000018253340385854244232177734375,2,0.091278201000000003251244606872205622494220733642578125,1,1.5,Yellow (1 and 1.5),0.079989597999999995092679228037013672292232513427734375,1.128860299999999927678118183393962681293487548828125
11,Clay,18021,51,194.47092469000000392043148167431354522705078125,2,0.1353592779999999995421688936403370462357997894287109375,2,2,Orange (2 and 2.5),0.07462680500000000438642899780461448244750499725341796875,6.0732473000000002372189555899240076541900634765625
12,Clinton,18023,73,225.315596160000012559976312331855297088623046875,3,0.061597186999999997691901398866320960223674774169921875,1,2,Orange (2 and 2.5),0.06334923100000000584230974709498696029186248779296875,-0.1752045000000000130047084212492336519062519073486328125
13,Crawford,18025,18,170.180580504999994673198671080172061920166015625,2,0.032408607999999998472429041385112213902175426483154296875,0,1,Yellow (1 and 1.5),0.036891649999999998055244532224605791270732879638671875,-0.4483042999999999889126911511993966996669769287109375
14,Daviess,18027,83,248.868099906999987069866620004177093505859375,3,0.134964642999999995254256646148860454559326171875,2,2.5,Orange (2 and 2.5),0.0660515279999999982418756871993537060916423797607421875,6.89131149999999959021579343243502080440521240234375
15,Dearborn,18029,112,226.454769704000000274390913546085357666015625,3,0.1702939830000000098753076827051700092852115631103515625,3,3,Red (3),0.09142968599999999612659706826889305375516414642333984375,7.88642969999999987606997819966636598110198974609375
16,Decatur,18031,16,60.243232048999999506122549064457416534423828125,1,0.023136071000000001107732572336317389272153377532958984375,0,0.5,Blue (0 and 0.5),0.0243691790000000012283987160799370030872523784637451171875,-0.1233106999999999953132601149263791739940643310546875
17,De Kalb,18033,88,202.415181138999997756400262005627155303955078125,3,0.1098900200000000049183057626578374765813350677490234375,2,2.5,Orange (2 and 2.5),0.0915688550000000045514525481848977506160736083984375,1.832116500000000147707623909809626638889312744140625
18,Delaware,18035,320,280.3697375909999891518964432179927825927734375,3,0.11308803800000000183700876732473261654376983642578125,2,2.5,Orange (2 and 2.5),0.08044057699999999921924853651944431476294994354248046875,3.264746100000000428309476774302311241626739501953125
19,Dubois,18037,133,311.21302882800000588758848607540130615234375,3,0.0962658760000000002232667384305386804044246673583984375,1,2,Orange (2 and 2.5),0.0712460089999999990340029398794285953044891357421875,2.50198680000000006629079507547430694103240966796875
