_id,County,FIPS,Cases,Case Rate,Cases Score,Positivity Rate,Positivity Score,County Score,County Score Color,Previous Positivity,Difference in Positivity
15,Dearborn,18029,75,151.643818998000000419779098592698574066162109375,2,0.0907624310000000045217660726848407648503780364990234375,1,1.5,Yellow (1 and 1.5),0.08317819999999999380779769353466690517961978912353515625,0.75842310000000001668496452111867256462574005126953125
16,Decatur,18031,12,45.18242403699999698574174544773995876312255859375,1,0.0323437099999999977395503947263932786881923675537109375,0,0.5,Blue (0 and 0.5),0.0405785389999999968058119748093304224312305450439453125,-0.8234829000000001286707629333250224590301513671875
17,De Kalb,18033,66,151.811385854000008066577720455825328826904296875,2,0.09145863499999999646217219151367316953837871551513671875,1,1.5,Yellow (1 and 1.5),0.071694325000000003189626340827089734375476837158203125,1.9764310000000000488995510750100947916507720947265625
18,Delaware,18035,302,264.59893985200000088298111222684383392333984375,3,0.08365221000000000461938043372356332838535308837890625,1,2,Orange (2 and 2.5),0.057477881000000001499028456919404561631381511688232421875,2.6174330000000001206217348226346075534820556640625
19,Dubois,18037,131,306.533133657999997012666426599025726318359375,3,0.07361780099999999660287386404888820834457874298095703125,1,2,Orange (2 and 2.5),0.0972263190000000054880047173355706036090850830078125,-2.36085179999999983380121193476952612400054931640625
20,Elkhart,18039,612,296.5964107959999864760902710258960723876953125,3,0.0776490039999999936970453973117400892078876495361328125,1,2,Orange (2 and 2.5),0.06584457600000000188078530527491238899528980255126953125,1.1804428000000000142932776725501753389835357666015625
21,Fayette,18041,76,328.97584624699999267249950207769870758056640625,3,0.07441922400000000603625949224806390702724456787109375,1,2,Orange (2 and 2.5),0.0196532729999999988823589092135080136358737945556640625,5.47659509999999993823394106584601104259490966796875
22,Floyd,18043,113,143.90871348199999602002208121120929718017578125,2,0.057677182000000000450246062655423884280025959014892578125,1,1.5,Yellow (1 and 1.5),0.052775417999999997553661756910514668561518192291259765625,0.490176400000000012102674418201786465942859649658203125
23,Fountain,18045,87,532.24030343799995534936897456645965576171875,3,0.185285183999999991666385312782949768006801605224609375,3,3,Red (3),0.04613678100000000170677338928726385347545146942138671875,13.9148402999999998286284608184359967708587646484375
24,Franklin,18047,7,30.75841462300000017648926586844027042388916015625,1,0.016723941999999998586634575303833116777241230010986328125,0,0.5,Blue (0 and 0.5),0.03688239199999999995416288811611593700945377349853515625,-2.015845000000000108997255665599368512630462646484375
25,Fulton,18049,28,140.18223690799999303635559044778347015380859375,2,0.0392616209999999965507555543808848597109317779541015625,0,1,Yellow (1 and 1.5),0.036708232000000000361250585001471335999667644500732421875,0.25533890000000003528413117237505502998828887939453125
26,Gibson,18051,119,353.54585697700002810961450450122356414794921875,3,0.096354828000000003473957121968851424753665924072265625,1,2,Orange (2 and 2.5),0.1292898110000000044816914623879711143672466278076171875,-3.293498299999999989751131579396314918994903564453125
27,Grant,18053,73,110.9945415010000004940593498758971691131591796875,2,0.06881673100000000597997740214850637130439281463623046875,1,1.5,Yellow (1 and 1.5),0.11526863699999999324230515185263357125222682952880859375,-4.64519060000000028054500944563187658786773681640625
28,Greene,18055,27,84.581166593999995484409737400710582733154296875,1,0.0246923980000000008183658195548559888266026973724365234375,0,0.5,Blue (0 and 0.5),0.03412321199999999998819788515902473591268062591552734375,-0.94308139999999995861656998386024497449398040771484375
29,Hamilton,18057,307,90.8254465090000024929395294748246669769287109375,1,0.0380419840000000009094804909182130359113216400146484375,0,0.5,Blue (0 and 0.5),0.036387833000000001371088131918440922163426876068115234375,0.1654151000000000093503871312350383959710597991943359375
30,Hancock,18059,81,103.6229659199999986185503075830638408660888671875,2,0.052211761000000002364007656296962522901594638824462890625,1,1.5,Yellow (1 and 1.5),0.040358415000000001648938763310070498846471309661865234375,1.18533460000000001599573806743137538433074951171875
31,Harrison,18061,41,101.197087498000001914988388307392597198486328125,2,0.057487083000000001320461961995533783920109272003173828125,1,1.5,Yellow (1 and 1.5),0.0538963630000000026853967938222922384738922119140625,0.359071899999999999408828443847596645355224609375
32,Hendricks,18063,127,74.569464097999997420629370026290416717529296875,1,0.0310469109999999999527364735740775358863174915313720703125,0,0.5,Blue (0 and 0.5),0.035036956000000001043570563297180342487990856170654296875,-0.399004500000000039694469933237996883690357208251953125
33,Henry,18065,110,229.30042524800001046969555318355560302734375,3,0.08864491400000000520531528991341474466025829315185546875,1,2,Orange (2 and 2.5),0.04638167299999999826365382205040077678859233856201171875,4.22632410000000025007693693623878061771392822265625
34,Howard,18067,75,90.8606319050000053039184422232210636138916015625,1,0.04510793899999999967409536338891484774649143218994140625,0,0.5,Blue (0 and 0.5),0.058525841000000002056768977354295202530920505523681640625,-1.3417902000000001550006345496512949466705322265625
35,Huntington,18069,45,123.2201533409999996138139977119863033294677734375,2,0.04912969400000000153028167915181256830692291259765625,0,1,Yellow (1 and 1.5),0.049933023999999999464893818412747350521385669708251953125,-0.08033289999999999875246459168920409865677356719970703125
36,Jackson,18071,115,259.998643485000002328888513147830963134765625,3,0.12551253200000000997960114546003751456737518310546875,2,2.5,Orange (2 and 2.5),0.07897679000000000504311259419409907422959804534912109375,4.6535741999999995499592841952107846736907958984375
37,Jasper,18073,38,113.2232882429999989426505635492503643035888671875,2,0.0302173750000000011783907183371411520056426525115966796875,0,1,Yellow (1 and 1.5),0.037635491000000000083591800148496986366808414459228515625,-0.74181160000000001542019845146569423377513885498046875
38,Jay,18075,23,112.5464865919999937204920570366084575653076171875,2,0.046113465999999998790048749697234597988426685333251953125,0,1,Yellow (1 and 1.5),0.09188708399999999387741667078444152139127254486083984375,-4.57736169999999997770601112279109656810760498046875
39,Jefferson,18077,46,142.379596385000013469834811985492706298828125,2,0.06221701200000000209211492574468138627707958221435546875,1,1.5,Yellow (1 and 1.5),0.0136690809999999995927311147170257754623889923095703125,4.8547931000000001944272298715077340602874755859375
40,Jennings,18079,15,54.08328826399999655905048712156713008880615234375,1,0.0295834519999999996653361478138322127051651477813720703125,0,0.5,Blue (0 and 0.5),0.0246453890000000001847535457955018500797450542449951171875,0.49380630000000003132498704871977679431438446044921875
41,Johnson,18081,257,162.48648580299999366616248153150081634521484375,2,0.0553268660000000023213573285829625092446804046630859375,1,1.5,Yellow (1 and 1.5),0.050091308000000001054985432347166351974010467529296875,0.52355589999999996297930238142726011574268341064453125
42,Knox,18083,26,71.0498988909999980023712851107120513916015625,1,0.03875146200000000040741809925748384557664394378662109375,0,0.5,Blue (0 and 0.5),0.03785803199999999979485920675870147533714771270751953125,0.08934299999999999186695021080595324747264385223388671875
43,Kosciusko,18085,163,205.1449859040000092136324383318424224853515625,3,0.1417554450000000076936856885367888025939464569091796875,2,2.5,Orange (2 and 2.5),0.0890105360000000012110632496842299588024616241455078125,5.274490899999999982128429110161960124969482421875
44,Lagrange,18087,49,123.6936436609999958591288304887712001800537109375,2,0.11054909999999999736797207106064888648688793182373046875,2,2,Orange (2 and 2.5),0.08808669800000000493778173904502182267606258392333984375,2.24624019999999990915284797665663063526153564453125
45,Lake,18089,741,152.62835921399999961067805998027324676513671875,2,0.06277971799999999824581919938282226212322711944580078125,1,1.5,Yellow (1 and 1.5),0.05987853199999999820324347865607705898582935333251953125,0.290118600000000004257572072674520313739776611328125
46,La Porte,18091,202,183.823529411999999183535692282021045684814453125,2,0.069427764000000002919676944657112471759319305419921875,1,1.5,Yellow (1 and 1.5),0.07861967899999999787041815579868853092193603515625,-0.91919150000000005018563342673587612807750701904296875
47,Lawrence,18093,80,176.327970023999995419217157177627086639404296875,2,0.074265250000000004870770453635486774146556854248046875,1,1.5,Yellow (1 and 1.5),0.0459613259999999967941874956522951833903789520263671875,2.83039240000000003050217856070958077907562255859375
48,Madison,18095,191,147.411803749000000607338733971118927001953125,2,0.06495543099999999403504347128546214662492275238037109375,1,1.5,Yellow (1 and 1.5),0.0706563070000000015280505749615258537232875823974609375,-0.57008749999999996926902667837566696107387542724609375
49,Marion,18097,983,101.909428125000005138645065017044544219970703125,2,0.05112292999999999698612640486317104659974575042724609375,1,1.5,Yellow (1 and 1.5),0.05118324400000000273802669426004285924136638641357421875,-0.006031357688999999626389136864190732012502849102020263671875
50,Marshall,18099,119,257.2527995159999818497453816235065460205078125,3,0.025578309999999999935216266067072865553200244903564453125,0,1.5,Yellow (1 and 1.5),0.006570139000000000013834711154459000681526958942413330078125,1.9008171000000000372409658666583709418773651123046875
51,Martin,18101,9,87.7620672839999969028212944976985454559326171875,1,0.028188126000000000848100256689576781354844570159912109375,0,0.5,Blue (0 and 0.5),0.0305602719999999994371364664402790367603302001953125,-0.237214599999999997681499053214793093502521514892578125
52,Miami,18103,46,129.519089987999990398748195730149745941162109375,2,0.053729002999999997403079987634555436670780181884765625,1,1.5,Yellow (1 and 1.5),0.010712197999999999165066100204057875089347362518310546875,4.301680499999999796045813127420842647552490234375
53,Monroe,18105,193,130.026746433999988994401064701378345489501953125,2,0.01897980800000000078942008485682890750467777252197265625,0,1,Yellow (1 and 1.5),0.0163983140000000006397673502078760066069662570953369140625,0.258149400000000028843061272709746845066547393798828125
54,Montgomery,18107,20,52.167562209999999822684912942349910736083984375,1,0.01386141500000000019443557874865291523747146129608154296875,0,0.5,Blue (0 and 0.5),0.00875790899999999948588591536235981038771569728851318359375,0.510350700000000045974957174621522426605224609375
55,Morgan,18109,64,90.7943083319999999503124854527413845062255859375,1,0.04079401700000000186019377679258468560874462127685546875,0,0.5,Blue (0 and 0.5),0.02698182699999999989426413549153949134051799774169921875,1.3812189999999999745483592050732113420963287353515625
56,Newton,18111,12,85.8123569790000004786634235642850399017333984375,1,0.06026120499999999824414231852642842568457126617431640625,1,1,Yellow (1 and 1.5),0.0102040819999999997358397507696281536482274532318115234375,5.00571240000000017289494280703365802764892578125
57,Noble,18113,63,131.95375335099998892474104650318622589111328125,2,0.041776206000000003226713118920088163577020168304443359375,0,1,Yellow (1 and 1.5),0.060711411999999999322685795277720899321138858795166015625,-1.893520599999999998175326254568062722682952880859375
58,Ohio,18115,9,153.191489361999998664032318629324436187744140625,2,0.0231292519999999994506634237723119440488517284393310546875,0,1,Yellow (1 and 1.5),0.01428571399999999970431563411921160877682268619537353515625,0.88435370000000002033146984103950671851634979248046875
59,Orange,18117,47,239.23444976100000758378882892429828643798828125,3,0.0951156959999999995769570659831515513360500335693359375,1,2,Orange (2 and 2.5),0.004186938000000000291433988053313441923819482326507568359375,9.0928757999999998418161339941434562206268310546875
60,Owen,18119,7,33.6554642050000012432064977474510669708251953125,1,0.00792074800000000002475619709230159060098230838775634765625,0,0.5,Blue (0 and 0.5),0.00667514299999999970169906049477503984235227108001708984375,0.12456050000000000455013804412374156527221202850341796875
61,Parke,18121,47,277.49896675899998399472679011523723602294921875,3,0.146060577999999996468005747374263592064380645751953125,2,2.5,Orange (2 and 2.5),0.09143268300000000070593131340501713566482067108154296875,5.46278950000000040887471186579205095767974853515625
62,Perry,18123,15,78.2513433149999997340273694135248661041259765625,1,0.044904807999999997447648780735107720829546451568603515625,0,0.5,Blue (0 and 0.5),0.035427403000000003141511939475094550289213657379150390625,0.9477404000000000383607812182162888348102569580078125
63,Pike,18125,43,347.08208895000001348307705484330654144287109375,3,0.1396454289999999875959701967076398432254791259765625,2,2.5,Orange (2 and 2.5),0.148073932999999990922646020408137701451778411865234375,-0.84285039999999999960067498250282369554042816162109375
64,Porter,18127,266,156.113364125999993348159478046000003814697265625,2,0.074972963000000003574996298993937671184539794921875,1,1.5,Yellow (1 and 1.5),0.046355551000000001782286318530168500728905200958251953125,2.86174119999999998498196873697452247142791748046875
65,Posey,18129,150,589.9240964330000451809610240161418914794921875,3,0.0927402559999999931417136167510761879384517669677734375,1,2,Orange (2 and 2.5),0.0814421740000000060621943021033075638115406036376953125,1.129808199999999818174956089933402836322784423828125
66,Pulaski,18131,9,72.856795919999996158367139287292957305908203125,1,0.01024145899999999963225771892894044867716729640960693359375,0,0.5,Blue (0 and 0.5),0.0297619050000000016920065348813295713625848293304443359375,-1.9520446000000000186247461897437460720539093017578125
67,Putnam,18133,49,130.402384501000000227577402256429195404052734375,2,0.0236975019999999987618810592948648263700306415557861328125,0,1,Yellow (1 and 1.5),0.036203240999999997118408145979628898203372955322265625,-1.25057390000000001606395017006434500217437744140625
68,Randolph,18135,35,141.901479829999999537903931923210620880126953125,2,0.043212482000000003445894236620006267912685871124267578125,0,1,Yellow (1 and 1.5),0.053593332000000000470141259256706689484417438507080078125,-1.038085000000000146513912113732658326625823974609375
69,Ripley,18137,33,116.50896765999999615814886055886745452880859375,2,0.035130110999999998588894101203550235368311405181884765625,0,1,Yellow (1 and 1.5),0.03807571199999999767005220974169787950813770294189453125,-0.2945600999999999913825377007015049457550048828125
70,Rush,18139,12,72.3719920390000055476775742135941982269287109375,1,0.0215641500000000006787015394138506962917745113372802734375,0,0.5,Blue (0 and 0.5),0.02522924199999999894661328880829387344419956207275390625,-0.3665091000000000320824256050400435924530029296875
71,St. Joseph,18141,741,272.6008549590000029638758860528469085693359375,3,0.04938483300000000297824698236581753008067607879638671875,0,1.5,Yellow (1 and 1.5),0.042542956999999999301298458931341883726418018341064453125,0.684187600000000006872369340271688997745513916015625
72,Scott,18143,43,180.11980061200000591270509175956249237060546875,2,0.06426175400000000426103952122502960264682769775390625,1,1.5,Yellow (1 and 1.5),0.06635918000000000371851882619012030772864818572998046875,-0.2097426000000000012590817277668975293636322021484375
73,Shelby,18145,25,55.89215050600000012082091416232287883758544921875,1,0.0212207919999999987392680367292996379546821117401123046875,0,0.5,Blue (0 and 0.5),0.0309682099999999994877075693011647672392427921295166015625,-0.9747418000000001025995288728154264390468597412109375
74,Spencer,18147,38,187.404448389999998880739440210163593292236328125,2,0.07335593699999999606209399871659115888178348541259765625,1,1.5,Yellow (1 and 1.5),0.0870541330000000057598441571826697327196598052978515625,-1.369819600000000026085444915224798023700714111328125
75,Starke,18149,50,217.4385736030000089158420450985431671142578125,3,0.07636757700000000592677196209479006938636302947998046875,1,2,Orange (2 and 2.5),0.050965405999999997821436892309066024608910083770751953125,2.540217100000000005621814125333912670612335205078125
76,Steuben,18151,82,237.035324045000010073636076413094997406005859375,3,0.078376834000000006330566293399897404015064239501953125,1,2,Orange (2 and 2.5),0.062045889999999999375734915929569979198276996612548828125,1.63309440000000005710489858756773173809051513671875
77,Sullivan,18153,30,145.14490299499999537147232331335544586181640625,2,0.1276366849999999997233857129685929976403713226318359375,2,2,Orange (2 and 2.5),0.078937902000000004232305172990891151130199432373046875,4.869878299999999882174961385317146778106689453125
78,Switzerland,18155,3,27.9043809879999997747290763072669506072998046875,1,0.012422360000000000346265238704290823079645633697509765625,0,0.5,Blue (0 and 0.5),0.0238095239999999985780476663421723060309886932373046875,-1.1387164000000000729784233044483698904514312744140625
79,Tippecanoe,18157,312,159.40163080100001025130040943622589111328125,2,0.029453554999999999319815202625250094570219516754150390625,0,1,Yellow (1 and 1.5),0.04668144500000000196582305989068117924034595489501953125,-1.7227889999999999037783027233672328293323516845703125
80,Tipton,18159,11,72.6168471090000053891344578005373477935791015625,1,0.046559626999999999263923911030360613949596881866455078125,0,0.5,Blue (0 and 0.5),0.0349279799999999973625364191320841200649738311767578125,1.1631647000000000513608711116830818355083465576171875
81,Union,18161,4,56.7054153670000005149631761014461517333984375,1,0.015922157999999998756468500005212263204157352447509765625,0,0.5,Blue (0 and 0.5),0.0215873019999999991858086190177345997653901576995849609375,-0.56651430000000002618065764181665144860744476318359375
82,Vanderburgh,18163,658,362.6323360029999776088516227900981903076171875,3,0.0672856559999999992438546314588165841996669769287109375,1,2,Orange (2 and 2.5),0.058487650000000002137312549166381359100341796875,0.87980069999999999108553083715378306806087493896484375
83,Vermillion,18165,23,148.406245966999989605028531514108180999755859375,2,0.06349665200000000064850524950088583864271640777587890625,1,1.5,Yellow (1 and 1.5),0.0312113019999999997955431041418705717660486698150634765625,3.2285348999999996522092260420322418212890625
84,Vigo,18167,214,199.928997178999992456738254986703395843505859375,2,0.06062942600000000015203482917058863677084445953369140625,1,1.5,Yellow (1 and 1.5),0.09903410999999999464460387343933689408004283905029296875,-3.8404685000000000627551344223320484161376953125
85,Wabash,18169,32,103.23912762899999506771564483642578125,2,0.051127845999999997628204795319106779061257839202880859375,1,1.5,Yellow (1 and 1.5),0.05593926400000000243029063540234346874058246612548828125,-0.48114179999999995285264731137431226670742034912109375
86,Warren,18171,16,193.58741681800000833391095511615276336669921875,2,0.12884615399999999052482735351077280938625335693359375,2,2,Orange (2 and 2.5),0.051587302000000001545032546346192248165607452392578125,7.72588520000000045229171519167721271514892578125
87,Warrick,18173,169,268.262484523000011904514394700527191162109375,3,0.076297165000000000123492327475105412304401397705078125,1,2,Orange (2 and 2.5),0.0711005170000000019658870087368995882570743560791015625,0.51966480000000003780513679885189048945903778076171875
88,Washington,18175,22,78.47053787999999485691660083830356597900390625,1,0.06322143600000000585037440714586409740149974822998046875,1,1,Yellow (1 and 1.5),0.052480854999999999865867295056887087412178516387939453125,1.0740581000000000155836232806905172765254974365234375
89,Wayne,18177,142,215.530326027999990401440300047397613525390625,3,0.04133230300000000079219120152629329822957515716552734375,0,1.5,Yellow (1 and 1.5),0.032176481999999999306094622397722559981048107147216796875,0.9155820999999999543206286034546792507171630859375
90,Wells,18179,51,180.237489398000008122835424728691577911376953125,2,0.0467921089999999983977119200062588788568973541259765625,0,1,Yellow (1 and 1.5),0.05737815799999999855085519584463327191770076751708984375,-1.0586048999999999598031763525796122848987579345703125
91,White,18181,20,82.9806655050000046003333409316837787628173828125,1,0.007812038000000000315115045168568030931055545806884765625,0,0.5,Blue (0 and 0.5),0.0211064299999999989421173296477718395181000232696533203125,-1.3294390999999998737024498041137121617794036865234375
92,Whitley,18183,51,150.158991874000008692746632732450962066650390625,2,0.07111484399999999650443527343668392859399318695068359375,1,1.5,Yellow (1 and 1.5),0.0798603539999999945120379152285750024020671844482421875,-0.87455099999999996729371787296258844435214996337890625
