_id,County,FIPS,Cases,Case Rate,Case Score,Positivity Rate,Positivity Score,County Score,County Score Color,Previous Positivity,Difference in Positivity
1,Adams,18001,96,268.32881460200002265992225147783756256103515625,3,0.05248651000000000010903278280238737352192401885986328125,1,2,Orange (2 and 2.5),0.051950669999999997406003870992208248935639858245849609375,0.053583899999999996810462477014880278147757053375244140625
2,Allen,18003,834,219.879303663000001733962562866508960723876953125,3,0.07881629399999999507908654550192295573651790618896484375,1,2,Orange (2 and 2.5),0.07398896600000000323138493740771082229912281036376953125,0.4827329000000000203129957299097441136837005615234375
3,Bartholomew,18005,92,109.81272156500000392043148167431354522705078125,2,0.050874786999999997705312893003792851231992244720458984375,1,1.5,Yellow (1 and 1.5),0.0348533619999999988436911735334433615207672119140625,1.602142499999999802895445100148208439350128173828125
4,Benton,18007,8,91.4494741660000016736375982873141765594482421875,1,0.0179131210000000005988507467691306374035775661468505859375,0,0.5,Blue (0 and 0.5),0.032034632000000000384698495281554642133414745330810546875,-1.41215109999999999246256265905685722827911376953125
5,Blackford,18009,50,425.242388161000008039991371333599090576171875,3,0.05524569499999999744321854677764349617063999176025390625,1,2,Orange (2 and 2.5),0.08357695399999999497087088684565969742834568023681640625,-2.833125900000000196854443856864236295223236083984375
6,Boone,18011,105,154.769099243999988857467542402446269989013671875,2,0.041487977000000002270052590347404475323855876922607421875,0,1,Yellow (1 and 1.5),0.039174854000000002007819688287781900726258754730224609375,0.231312299999999970712138974704430438578128814697265625
7,Brown,18013,14,92.7643784790000012208111002109944820404052734375,1,0.02926716099999999987080201435674098320305347442626953125,0,0.5,Blue (0 and 0.5),0.036411332999999997117601679974541184492409229278564453125,-0.7144171999999999744801471024402417242527008056640625
8,Carroll,18015,35,172.77977982900000597510370425879955291748046875,2,0.0784484550000000002700772938624140806496143341064453125,1,1.5,Yellow (1 and 1.5),0.01088829600000000043247272429880467825569212436676025390625,6.7560158999999995188545653945766389369964599609375
9,Cass,18017,86,228.1832895539999981338041834533214569091796875,3,0.10265728600000000036995828622821136377751827239990234375,2,2.5,Orange (2 and 2.5),0.1071201890000000045422012817653012461960315704345703125,-0.446290299999999973135089703646372072398662567138671875
10,Clark,18019,243,205.406502003000014155986718833446502685546875,3,0.09029621499999999911789672069062362425029277801513671875,1,2,Orange (2 and 2.5),0.0925051050000000041340086909258388914167881011962890625,-0.220888899999999999135269490579958073794841766357421875
11,Clay,18021,37,141.086749284999996234546415507793426513671875,2,0.09210637300000000526889465390922850929200649261474609375,1,1.5,Yellow (1 and 1.5),0.125413606000000010798345329021685756742954254150390625,-3.33072329999999983130010150489397346973419189453125
12,Clinton,18023,113,348.77619679600002200459130108356475830078125,3,0.07723691100000000531178301343970815651118755340576171875,1,2,Orange (2 and 2.5),0.059402615999999998364078379609054536558687686920166015625,1.7834295999999998372231857501901686191558837890625
13,Crawford,18025,15,141.81715042100000800928683020174503326416015625,2,0.08428234399999999515440407549249357543885707855224609375,1,1.5,Yellow (1 and 1.5),0.046571949000000001372967517454526387155055999755859375,3.771039500000000099788621810148470103740692138671875
14,Daviess,18027,85,254.864921592000001737687853164970874786376953125,3,0.1042193859999999971943651644323836080729961395263671875,2,2.5,Orange (2 and 2.5),0.1169236250000000032489566592630580998957157135009765625,-1.2704239000000001613699396330048330128192901611328125
15,Dearborn,18029,128,258.8054510900000195761094801127910614013671875,3,0.169897934999999999927666749499621801078319549560546875,3,3,Red (3),0.146399337999999989978761050224420614540576934814453125,2.349859700000000106712150227394886314868927001953125
16,Decatur,18031,34,128.016868104999986144321155734360218048095703125,2,0.09707469200000000408845579613625886850059032440185546875,1,1.5,Yellow (1 and 1.5),0.01514977900000000037017411358419849420897662639617919921875,8.192491300000000364889274351298809051513671875
17,De Kalb,18033,76,174.8131109830000013971584849059581756591796875,2,0.074370773000000001129450311054824851453304290771484375,1,1.5,Yellow (1 and 1.5),0.10310130600000000367089114661212079226970672607421875,-2.873053300000000032099478630698285996913909912109375
18,Delaware,18035,321,281.24589302099997212280868552625179290771484375,3,0.09082110000000000182840409479467780329287052154541015625,1,2,Orange (2 and 2.5),0.11272690000000000487556661710186745040118694305419921875,-2.19057999999999974960473991814069449901580810546875
19,Dubois,18037,128,299.5132909019999942756840027868747711181640625,3,0.11056578999999999712855469624628312885761260986328125,2,2.5,Orange (2 and 2.5),0.09686508200000000512464026769521296955645084381103515625,1.370070800000000144081013786490075290203094482421875
20,Elkhart,18039,912,441.986808245000020178849808871746063232421875,3,0.1112657840000000064595297999403555877506732940673828125,2,2.5,Orange (2 and 2.5),0.1030785339999999994375912137911655008792877197265625,0.81872500000000003606004383982508443295955657958984375
21,Fayette,18041,191,826.768245173999957842170260846614837646484375,3,0.1778993319999999933589407419276540167629718780517578125,3,3,Red (3),0.10021001899999999740220602006957051344215869903564453125,7.76893129999999931811771602951921522617340087890625
22,Floyd,18043,147,187.208680369999996173646650277078151702880859375,2,0.05008843799999999901739755614471505396068096160888671875,1,1.5,Yellow (1 and 1.5),0.0534448760000000022696298174196272157132625579833984375,-0.33564369999999998928075228832312859594821929931640625
23,Fountain,18045,55,336.47375504699999737567850388586521148681640625,3,0.1493435620000000130236372797298827208578586578369140625,2,2.5,Orange (2 and 2.5),0.14813524399999999925370275377645157277584075927734375,0.120831799999999989214671813897439278662204742431640625
24,Franklin,18047,20,87.8811846379999934697480057366192340850830078125,1,0.0601129980000000008200089496313012205064296722412109375,1,1,Yellow (1 and 1.5),0.07614659399999999800368044589049532078206539154052734375,-1.60335960000000010694520824472419917583465576171875
25,Fulton,18049,49,245.318914589000002024476998485624790191650390625,3,0.092903224000000006466137847382924519479274749755859375,1,2,Orange (2 and 2.5),0.0541788450000000032513725045646424405276775360107421875,3.872437799999999707978304286370985209941864013671875
26,Gibson,18051,118,350.574883388999978706124238669872283935546875,3,0.08080295799999999417639884313757647760212421417236328125,1,2,Orange (2 and 2.5),0.07025936100000000628096330501648481003940105438232421875,1.054359799999999847130993657629005610942840576171875
27,Grant,18053,156,237.193814715000002024680725298821926116943359375,3,0.11524594700000000135897693098741001449525356292724609375,2,2.5,Orange (2 and 2.5),0.1005538039999999966322974387367139570415019989013671875,1.46921429999999997306758814374916255474090576171875
28,Greene,18055,66,206.7539627840000093783601187169551849365234375,3,0.0896890350000000002861355596905923448503017425537109375,1,2,Orange (2 and 2.5),0.07732656300000000093586294269698555581271648406982421875,1.2362471999999999905384129306185059249401092529296875
29,Hamilton,18057,475,140.52797098299998879156191833317279815673828125,2,0.05129920200000000207740669111444731242954730987548828125,1,1.5,Yellow (1 and 1.5),0.04158978700000000305880831774629768915474414825439453125,0.9709415000000001239044422618462704122066497802734375
30,Hancock,18059,114,145.839729812999991054311976768076419830322265625,2,0.06036941099999999782443893536765244789421558380126953125,1,1.5,Yellow (1 and 1.5),0.0567576409999999975664053408763720653951168060302734375,0.36117710000000002867892590074916370213031768798828125
31,Harrison,18061,77,190.053066765000011173469829373061656951904296875,2,0.047952635999999999871779010618411120958626270294189453125,0,1,Yellow (1 and 1.5),0.050093643999999999671945971613240544684231281280517578125,-0.2141007999999999800166960994829423725605010986328125
32,Hendricks,18063,273,160.294989753999999493316863663494586944580078125,2,0.0691191770000000038631782217635191045701503753662109375,1,1.5,Yellow (1 and 1.5),0.045219980999999999371485870369724580086767673492431640625,2.38991970000000009122231858782470226287841796875
33,Henry,18065,113,235.554073208999994903933838941156864166259765625,3,0.0583860360000000022662192122879787348210811614990234375,1,2,Orange (2 and 2.5),0.08562593300000000129390542724650003947317600250244140625,-2.7239898000000000166664904099889099597930908203125
34,Howard,18067,120,145.377011049000003595210728235542774200439453125,2,0.068854986000000006907129090905073098838329315185546875,1,1.5,Yellow (1 and 1.5),0.041099584000000001504648849959266954101622104644775390625,2.7755402000000000128920873976312577724456787109375
35,Huntington,18069,80,219.058050382999994099009199999272823333740234375,3,0.0607005340000000004341274006947060115635395050048828125,1,2,Orange (2 and 2.5),0.045609968000000000731830596123472787439823150634765625,1.50905660000000008125198291963897645473480224609375
36,Jackson,18071,137,309.7375144129999853248591534793376922607421875,3,0.10775759499999999768693470514335785992443561553955078125,2,2.5,Orange (2 and 2.5),0.0939778029999999986454639611110906116664409637451171875,1.3779792000000001817028305595158599317073822021484375
37,Jasper,18073,142,423.0975508020000006581540219485759735107421875,3,0.10446953100000000436153868577093817293643951416015625,2,2.5,Orange (2 and 2.5),0.066254552999999993811997001103009097278118133544921875,3.821497799999999500641933991573750972747802734375
38,Jay,18075,57,278.919553728999972008750773966312408447265625,3,0.1239829600000000031645441822547581978142261505126953125,2,2.5,Orange (2 and 2.5),0.04020227299999999670543360252850106917321681976318359375,8.37806880000000120389813673682510852813720703125
39,Jefferson,18077,38,117.6179274480000032099269446916878223419189453125,2,0.0196227599999999995084021264801776851527392864227294921875,0,1,Yellow (1 and 1.5),0.042362344000000003163552975138372858054935932159423828125,-2.273958400000000157348267748602665960788726806640625
40,Jennings,18079,28,100.955471426000002566070179454982280731201171875,2,0.034444908000000003245322233169645187444984912872314453125,0,1,Yellow (1 and 1.5),0.06691387599999999713507037313320324756205081939697265625,-3.2468968000000000273530531558208167552947998046875
41,Johnson,18081,314,198.524344522000006918460712768137454986572265625,2,0.066853777000000003116753077847533859312534332275390625,1,1.5,Yellow (1 and 1.5),0.0658640570000000036277043591326219029724597930908203125,0.09897199999999999053823529493456589989364147186279296875
42,Knox,18083,122,333.3879871020000109638203866779804229736328125,3,0.09095119599999999804307293516103527508676052093505859375,1,2,Orange (2 and 2.5),0.0466609090000000004128111186219030059874057769775390625,4.429028699999999929559635347686707973480224609375
