_id,COUNTY_NAME,COVID_COUNT,COVID_DEATHS,COVID_TEST
1,ADAMS,23,1,524
2,ALLEN,1956,77,14638
3,BARTHOLOMEW,539,40,2687
4,BENTON,33,0,362
5,BLACKFORD,29,2,476
6,BOONE,337,36,3199
7,BROWN,35,1,266
8,CARROLL,95,2,1139
9,CASS,1593,9,4165
10,CLARK,547,42,4645
11,CLAY,55,3,1128
12,CLINTON,250,1,2713
13,CRAWFORD,27,0,373
14,DAVIESS,111,16,998
15,DEARBORN,175,22,1534
16,DECATUR,235,32,1277
17,DEKALB,79,1,941
18,DELAWARE,401,42,4977
19,DUBOIS,231,4,1800
20,ELKHART,1800,29,13026
21,FAYETTE,80,7,936
22,FLOYD,327,42,3081
23,FOUNTAIN,23,2,583
24,FRANKLIN,118,8,603
25,FULTON,51,1,712
26,GIBSON,21,2,867
27,GRANT,244,23,2709
28,GREENE,175,28,1255
29,HAMILTON,1221,94,17770
30,HANCOCK,367,28,4220
31,HARRISON,198,22,1516
32,HENDRICKS,1223,82,7624
33,HENRY,190,12,2381
34,HOWARD,449,41,3854
35,HUNTINGTON,46,2,1131
36,JACKSON,406,2,2091
37,JASPER,80,1,1605
38,JAY,59,0,609
39,JEFFERSON,52,1,1514
40,JENNINGS,133,4,741
41,JOHNSON,1143,114,7945
42,KNOX,33,0,978
43,KOSCIUSKO,242,2,2572
44,LAGRANGE,181,2,795
45,LAKE,4005,217,27690
46,LAPORTE,462,24,4917
47,LAWRENCE,172,24,1683
48,MADISON,605,61,4989
49,MARION,10444,630,62166
50,MARSHALL,230,2,2378
51,MARTIN,15,0,244
52,MIAMI,152,1,1601
53,MONROE,179,17,4254
54,MONTGOMERY,259,19,1777
55,MORGAN,294,28,3108
56,NEWTON,81,10,446
57,NOBLE,305,23,2134
58,OHIO,13,0,173
59,ORANGE,132,23,818
60,OWEN,36,1,945
61,PARKE,19,0,489
62,PERRY,47,1,695
63,PIKE,6,0,239
64,PORTER,575,33,5825
65,POSEY,17,0,520
66,PULASKI,52,1,580
67,PUTNAM,147,7,1702
68,RANDOLPH,57,3,918
69,RIPLEY,110,6,1156
70,RUSH,50,3,722
71,SCOTT,131,3,1833
72,SHELBY,402,22,2962
73,SPENCER,22,1,463
74,ST JOSEPH,1437,43,16395
75,STARKE,46,3,672
76,STEUBEN,95,2,1108
77,SULLIVAN,39,1,991
78,SWITZERLAND,21,0,305
79,TIPPECANOE,460,5,7904
80,TIPTON,27,1,521
81,UNION,12,0,259
82,VANDERBURGH,308,4,7587
83,VERMILLION,10,0,431
84,VIGO,197,8,3473
85,WABASH,86,2,1138
86,WARREN,13,1,198
87,WARRICK,168,29,1705
88,WASHINGTON,52,1,689
89,WAYNE,90,6,2342
90,WELLS,43,0,932
91,WHITE,242,9,1651
92,WHITLEY,55,3,702
