_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,276,3,4474,Adams
2,18003,6330,205,64909,Allen
3,18005,1184,57,16969,Bartholomew
4,18007,87,0,1780,Benton
5,18009,121,3,2053,Blackford
6,18011,991,46,13837,Boone
7,18013,104,3,1978,Brown
8,18015,278,13,3472,Carroll
9,18017,1955,9,9740,Cass
10,18019,2259,57,23017,Clark
11,18021,308,5,4702,Clay
12,18023,623,14,8487,Clinton
13,18025,110,0,1783,Crawford
14,18027,680,28,5344,Daviess
15,18029,675,28,9133,Dearborn
16,18031,459,39,4995,Decatur
17,18033,488,11,5969,De Kalb
18,18035,2001,62,21866,Delaware
19,18037,999,19,8455,Dubois
20,18039,6707,111,50891,Elkhart
21,18041,423,13,4702,Fayette
22,18043,1396,64,14935,Floyd
23,18045,129,2,2782,Fountain
24,18047,313,25,2494,Franklin
25,18049,244,2,3490,Fulton
26,18051,535,5,5498,Gibson
27,18053,951,34,13036,Grant
28,18055,427,35,5896,Greene
29,18057,4938,109,74757,Hamilton
30,18059,946,43,16466,Hancock
31,18061,592,24,7174,Harrison
32,18063,2766,124,29969,Hendricks
33,18065,812,26,8954,Henry
34,18067,1326,63,16610,Howard
35,18069,247,3,6436,Huntington
36,18071,773,9,7586,Jackson
37,18073,401,2,6008,Jasper
38,18075,192,0,2697,Jay
39,18077,250,3,5667,Jefferson
40,18079,316,12,3916,Jennings
41,18081,2352,124,30375,Johnson
42,18083,528,9,5595,Knox
43,18085,1259,17,13742,Kosciusko
44,18087,640,11,3705,Lagrange
45,18089,10688,323,97713,Lake
46,18091,1491,41,21799,La Porte
47,18093,516,29,7012,Lawrence
48,18095,1703,75,20893,Madison
49,18097,21502,767,207690,Marion
50,18099,1015,24,11524,Marshall
51,18101,168,0,1677,Martin
52,18103,439,4,6987,Miami
53,18105,2655,36,46102,Monroe
54,18107,511,21,7107,Montgomery
55,18109,734,38,10935,Morgan
56,18111,174,11,1768,Newton
57,18113,931,32,9168,Noble
58,18115,79,7,1167,Ohio
59,18117,288,24,3345,Orange
60,18119,171,1,4316,Owen
61,18121,107,2,2349,Parke
62,18123,221,13,3834,Perry
63,18125,164,1,1845,Pike
64,18127,2199,47,29737,Porter
65,18129,346,0,4315,Posey
66,18131,114,1,2104,Pulaski
67,18133,584,11,6749,Putnam
68,18135,223,8,4137,Randolph
69,18137,307,8,5220,Ripley
70,18139,157,4,2983,Rush
71,18141,6619,113,77854,St. Joseph
72,18143,390,11,5212,Scott
73,18145,680,29,7762,Shelby
74,18147,263,3,2985,Spencer
75,18149,271,7,3583,Starke
76,18151,390,7,4883,Steuben
77,18153,338,12,3881,Sullivan
78,18155,69,0,1600,Switzerland
79,18157,2566,13,54640,Tippecanoe
80,18159,228,22,2436,Tipton
81,18161,79,0,1431,Union
82,18163,3781,31,45056,Vanderburgh
83,18165,131,0,2675,Vermillion
84,18167,1868,27,21239,Vigo
85,18169,272,8,5020,Wabash
86,18171,41,1,908,Warren
87,18173,1382,42,14011,Warrick
88,18175,270,1,3706,Washington
89,18177,770,14,14314,Wayne
90,18179,267,4,4369,Wells
91,18181,487,14,5507,White
92,18183,282,6,4402,Whitley
