_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,190,2,3245,Adams
2,18003,5009,178,50306,Allen
3,18005,1070,54,14022,Bartholomew
4,18007,81,0,1345,Benton
5,18009,74,2,1563,Blackford
6,18011,847,46,11172,Boone
7,18013,90,2,1657,Brown
8,18015,257,13,2934,Carroll
9,18017,1872,9,8275,Cass
10,18019,1769,51,18568,Clark
11,18021,233,5,3799,Clay
12,18023,553,9,7159,Clinton
13,18025,64,0,1402,Crawford
14,18027,500,24,4278,Daviess
15,18029,575,28,7834,Dearborn
16,18031,404,35,4290,Decatur
17,18033,345,7,4603,De Kalb
18,18035,1230,57,16672,Delaware
19,18037,848,17,6845,Dubois
20,18039,5611,98,43316,Elkhart
21,18041,331,9,3821,Fayette
22,18043,1083,57,11925,Floyd
23,18045,96,2,2219,Fountain
24,18047,276,25,2026,Franklin
25,18049,207,2,2670,Fulton
26,18051,318,4,4494,Gibson
27,18053,671,31,10502,Grant
28,18055,369,35,4731,Greene
29,18057,3957,107,60728,Hamilton
30,18059,819,41,13651,Hancock
31,18061,485,24,5959,Harrison
32,18063,2337,113,23833,Hendricks
33,18065,622,22,7498,Henry
34,18067,1086,62,13415,Howard
35,18069,168,3,4893,Huntington
36,18071,700,9,6506,Jackson
37,18073,324,2,4918,Jasper
38,18075,130,0,2024,Jay
39,18077,211,3,4729,Jefferson
40,18079,272,12,3147,Jennings
41,18081,2039,121,24355,Johnson
42,18083,349,3,4353,Knox
43,18085,1035,17,10990,Kosciusko
44,18087,600,11,3100,Lagrange
45,18089,9173,297,81725,Lake
46,18091,1189,31,18234,La Porte
47,18093,463,27,5821,Lawrence
48,18095,1327,69,16425,Madison
49,18097,18567,747,168923,Marion
50,18099,895,23,9829,Marshall
51,18101,120,0,1218,Martin
52,18103,319,2,5499,Miami
53,18105,1180,36,27453,Monroe
54,18107,426,21,5675,Montgomery
55,18109,597,35,8982,Morgan
56,18111,146,10,1343,Newton
57,18113,810,31,7714,Noble
58,18115,73,7,1052,Ohio
59,18117,242,24,2793,Orange
60,18119,146,1,3486,Owen
61,18121,79,2,1841,Parke
62,18123,196,14,3295,Perry
63,18125,102,1,1425,Pike
64,18127,1733,41,23993,Porter
65,18129,219,0,3346,Posey
66,18131,100,1,1736,Pulaski
67,18133,435,8,5323,Putnam
68,18135,174,7,3140,Randolph
69,18137,245,8,4374,Ripley
70,18139,134,4,2486,Rush
71,18141,5180,94,61256,St. Joseph
72,18143,317,10,4442,Scott
73,18145,622,28,6667,Shelby
74,18147,159,3,2374,Spencer
75,18149,212,7,2947,Starke
76,18151,286,5,3843,Steuben
77,18153,291,8,3208,Sullivan
78,18155,64,0,1351,Switzerland
79,18157,1589,13,31696,Tippecanoe
80,18159,189,21,1967,Tipton
81,18161,64,0,1163,Union
82,18163,2606,19,35296,Vanderburgh
83,18165,95,0,2052,Vermillion
84,18167,1339,17,16690,Vigo
85,18169,210,6,4103,Wabash
86,18171,38,1,704,Warren
87,18173,777,31,10721,Warrick
88,18175,229,1,3126,Washington
89,18177,560,10,12016,Wayne
90,18179,212,2,3308,Wells
91,18181,442,12,4670,White
92,18183,213,6,3262,Whitley
