_id,COUNTY_NAME,COVID_COUNT,COVID_DEATHS,COVID_TEST
1,ADAMS,36,1,975
2,ALLEN,2368,91,20815
3,BARTHOLOMEW,565,43,3275
4,BENTON,39,0,481
5,BLACKFORD,32,2,635
6,BOONE,388,40,4194
7,BROWN,37,1,374
8,CARROLL,103,2,1308
9,CASS,1624,9,4581
10,CLARK,589,43,5831
11,CLAY,56,3,1399
12,CLINTON,269,1,3336
13,CRAWFORD,27,0,433
14,DAVIESS,130,16,1491
15,DEARBORN,186,22,2019
16,DECATUR,239,32,1637
17,DEKALB,139,3,1711
18,DELAWARE,408,46,6347
19,DUBOIS,249,6,2148
20,ELKHART,2538,38,17889
21,FAYETTE,85,7,1253
22,FLOYD,344,43,3933
23,FOUNTAIN,24,2,838
24,FRANKLIN,120,8,724
25,FULTON,61,1,932
26,GIBSON,26,2,1358
27,GRANT,275,25,3528
28,GREENE,184,29,1665
29,HAMILTON,1365,97,22222
30,HANCOCK,388,32,5109
31,HARRISON,200,22,1779
32,HENDRICKS,1307,94,9563
33,HENRY,206,15,3009
34,HOWARD,497,48,4769
35,HUNTINGTON,57,2,1747
36,JACKSON,428,3,2505
37,JASPER,90,1,2125
38,JAY,63,0,807
39,JEFFERSON,56,1,1913
40,JENNINGS,159,9,928
41,JOHNSON,1189,117,9941
42,KNOX,41,0,1530
43,KOSCIUSKO,374,2,3758
44,LAGRANGE,365,4,1547
45,LAKE,4356,234,32754
46,LAPORTE,483,25,6186
47,LAWRENCE,189,24,2223
48,MADISON,618,63,5939
49,MARION,10904,667,74664
50,MARSHALL,347,3,3415
51,MARTIN,20,0,356
52,MIAMI,176,2,1983
53,MONROE,208,26,5989
54,MONTGOMERY,272,19,2369
55,MORGAN,304,30,3749
56,NEWTON,88,10,602
57,NOBLE,356,27,3187
58,OHIO,13,0,230
59,ORANGE,132,23,944
60,OWEN,40,1,1204
61,PARKE,20,0,642
62,PERRY,103,3,1092
63,PIKE,6,0,404
64,PORTER,613,36,7578
65,POSEY,24,0,679
66,PULASKI,54,1,728
67,PUTNAM,158,8,2046
68,RANDOLPH,71,3,1217
69,RIPLEY,111,7,1413
70,RUSH,51,3,942
71,SCOTT,149,6,2086
72,SHELBY,407,24,3364
73,SPENCER,24,1,612
74,ST JOSEPH,1646,56,21441
75,STARKE,58,3,904
76,STEUBEN,108,2,1424
77,SULLIVAN,41,1,1323
78,SWITZERLAND,22,0,416
79,TIPPECANOE,526,7,10315
80,TIPTON,28,1,699
81,UNION,12,0,360
82,VANDERBURGH,341,6,9356
83,VERMILLION,13,0,555
84,VIGO,208,8,4859
85,WABASH,92,2,1580
86,WARREN,14,1,265
87,WARRICK,179,29,2501
88,WASHINGTON,61,1,852
89,WAYNE,107,6,3526
90,WELLS,65,0,1317
91,WHITE,246,10,2044
92,WHITLEY,71,4,1106
