_id,COUNTY_NAME,COVID_COUNT,COVID_DEATHS,COVID_TEST
1,ADAMS,26,1,852
2,ALLEN,2195,80,17813
3,BARTHOLOMEW,551,41,2910
4,BENTON,37,0,395
5,BLACKFORD,29,2,538
6,BOONE,360,37,3557
7,BROWN,36,1,294
8,CARROLL,99,2,1209
9,CASS,1601,9,4331
10,CLARK,567,42,5038
11,CLAY,56,3,1242
12,CLINTON,260,1,2995
13,CRAWFORD,27,0,397
14,DAVIESS,121,16,1094
15,DEARBORN,179,22,1702
16,DECATUR,237,32,1420
17,DEKALB,110,2,1242
18,DELAWARE,402,44,5374
19,DUBOIS,240,4,1986
20,ELKHART,2081,34,14691
21,FAYETTE,83,7,1086
22,FLOYD,333,42,3432
23,FOUNTAIN,24,2,647
24,FRANKLIN,120,8,664
25,FULTON,55,1,808
26,GIBSON,23,2,1002
27,GRANT,261,24,3047
28,GREENE,179,29,1383
29,HAMILTON,1277,96,19148
30,HANCOCK,379,29,4629
31,HARRISON,198,22,1634
32,HENDRICKS,1270,91,8345
33,HENRY,203,14,2678
34,HOWARD,469,45,4153
35,HUNTINGTON,51,2,1353
36,JACKSON,416,2,2306
37,JASPER,83,1,1739
38,JAY,62,0,696
39,JEFFERSON,53,1,1656
40,JENNINGS,142,4,829
41,JOHNSON,1168,114,8837
42,KNOX,35,0,1046
43,KOSCIUSKO,306,2,3029
44,LAGRANGE,267,2,1095
45,LAKE,4133,230,29512
46,LAPORTE,470,24,5495
47,LAWRENCE,181,24,1928
48,MADISON,614,61,5372
49,MARION,10662,648,67220
50,MARSHALL,301,3,2834
51,MARTIN,16,0,272
52,MIAMI,169,1,1751
53,MONROE,187,18,4835
54,MONTGOMERY,264,19,1950
55,MORGAN,298,29,3350
56,NEWTON,87,10,487
57,NOBLE,331,27,2507
58,OHIO,13,0,186
59,ORANGE,132,23,885
60,OWEN,37,1,1020
61,PARKE,20,0,538
62,PERRY,91,1,887
63,PIKE,6,0,272
64,PORTER,587,34,6451
65,POSEY,19,0,588
66,PULASKI,53,1,637
67,PUTNAM,155,8,1846
68,RANDOLPH,67,3,1055
69,RIPLEY,109,6,1247
70,RUSH,50,3,809
71,SCOTT,144,3,1932
72,SHELBY,405,22,3112
73,SPENCER,23,1,526
74,ST JOSEPH,1539,50,18195
75,STARKE,51,3,776
76,STEUBEN,105,2,1265
77,SULLIVAN,41,1,1093
78,SWITZERLAND,22,0,324
79,TIPPECANOE,486,5,8704
80,TIPTON,28,1,617
81,UNION,12,0,293
82,VANDERBURGH,326,5,8157
83,VERMILLION,11,0,476
84,VIGO,200,8,4012
85,WABASH,88,2,1288
86,WARREN,14,1,212
87,WARRICK,173,29,2000
88,WASHINGTON,57,1,747
89,WAYNE,103,6,2724
90,WELLS,54,0,1044
91,WHITE,242,10,1745
92,WHITLEY,62,3,893
