_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,277,3,4488,Adams
2,18003,6364,205,65223,Allen
3,18005,1193,57,17038,Bartholomew
4,18007,86,0,1782,Benton
5,18009,122,3,2056,Blackford
6,18011,997,46,13869,Boone
7,18013,103,3,1980,Brown
8,18015,280,13,3481,Carroll
9,18017,1958,9,9749,Cass
10,18019,2267,57,23065,Clark
11,18021,310,5,4713,Clay
12,18023,634,14,8535,Clinton
13,18025,110,0,1793,Crawford
14,18027,681,29,5359,Daviess
15,18029,679,28,9160,Dearborn
16,18031,461,39,5006,Decatur
17,18033,491,11,5988,De Kalb
18,18035,2011,62,21915,Delaware
19,18037,1009,19,8514,Dubois
20,18039,6734,112,50998,Elkhart
21,18041,423,14,4724,Fayette
22,18043,1404,64,14972,Floyd
23,18045,130,2,2793,Fountain
24,18047,315,25,2502,Franklin
25,18049,246,2,3521,Fulton
26,18051,545,5,5526,Gibson
27,18053,966,36,13087,Grant
28,18055,429,36,5907,Greene
29,18057,4965,109,75008,Hamilton
30,18059,948,43,16519,Hancock
31,18061,598,24,7215,Harrison
32,18063,2779,124,29977,Hendricks
33,18065,822,26,9028,Henry
34,18067,1339,64,16677,Howard
35,18069,250,3,6471,Huntington
36,18071,776,10,7608,Jackson
37,18073,403,2,6040,Jasper
38,18075,192,0,2703,Jay
39,18077,252,3,5685,Jefferson
40,18079,317,12,3930,Jennings
41,18081,2362,125,30480,Johnson
42,18083,537,9,5643,Knox
43,18085,1271,17,13795,Kosciusko
44,18087,647,11,3731,Lagrange
45,18089,10745,324,98215,Lake
46,18091,1519,41,21984,La Porte
47,18093,518,29,7023,Lawrence
48,18095,1714,75,21008,Madison
49,18097,21563,768,208157,Marion
50,18099,1021,24,11555,Marshall
51,18101,169,0,1681,Martin
52,18103,439,4,7005,Miami
53,18105,2671,37,46193,Monroe
54,18107,513,21,7136,Montgomery
55,18109,739,40,10961,Morgan
56,18111,174,11,1789,Newton
57,18113,929,32,9189,Noble
58,18115,79,7,1171,Ohio
59,18117,287,24,3346,Orange
60,18119,171,1,4316,Owen
61,18121,107,2,2357,Parke
62,18123,222,13,3845,Perry
63,18125,169,1,1852,Pike
64,18127,2224,47,29935,Porter
65,18129,354,1,4349,Posey
66,18131,114,1,2108,Pulaski
67,18133,590,11,6760,Putnam
68,18135,223,8,4145,Randolph
69,18137,310,8,5239,Ripley
70,18139,158,4,3001,Rush
71,18141,6679,115,78243,St. Joseph
72,18143,393,11,5234,Scott
73,18145,683,29,7787,Shelby
74,18147,268,3,3000,Spencer
75,18149,273,7,3594,Starke
76,18151,397,7,4934,Steuben
77,18153,338,12,3888,Sullivan
78,18155,69,0,1603,Switzerland
79,18157,2590,13,54833,Tippecanoe
80,18159,229,22,2445,Tipton
81,18161,79,0,1437,Union
82,18163,3842,31,45303,Vanderburgh
83,18165,132,0,2680,Vermillion
84,18167,1879,28,21320,Vigo
85,18169,275,8,5044,Wabash
86,18171,41,1,910,Warren
87,18173,1407,43,14096,Warrick
88,18175,270,2,3710,Washington
89,18177,773,14,14368,Wayne
90,18179,269,4,4393,Wells
91,18181,488,14,5521,White
92,18183,287,6,4438,Whitley
