_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,81,2,1884,Adams
2,18003,3611,157,37363,Allen
3,18005,738,47,9688,Bartholomew
4,18007,60,0,871,Benton
5,18009,53,2,1187,Blackford
6,18011,632,46,8070,Boone
7,18013,70,1,1311,Brown
8,18015,142,2,2162,Carroll
9,18017,1750,9,6694,Cass
10,18019,1075,45,12283,Clark
11,18021,97,5,2353,Clay
12,18023,352,3,5049,Clinton
13,18025,42,0,869,Crawford
14,18027,243,19,2834,Daviess
15,18029,461,28,5806,Dearborn
16,18031,313,32,3063,Decatur
17,18033,221,4,3275,De Kalb
18,18035,633,52,11403,Delaware
19,18037,624,12,5019,Dubois
20,18039,4582,76,34798,Elkhart
21,18041,154,7,2539,Fayette
22,18043,684,44,8495,Floyd
23,18045,63,2,1506,Fountain
24,18047,205,10,1430,Franklin
25,18049,144,2,2021,Fulton
26,18051,198,4,3182,Gibson
27,18053,496,29,7007,Grant
28,18055,238,34,3333,Greene
29,18057,2489,104,42253,Hamilton
30,18059,616,37,9650,Hancock
31,18061,289,22,3730,Harrison
32,18063,1742,105,16849,Hendricks
33,18065,361,18,5611,Henry
34,18067,804,64,9200,Howard
35,18069,118,3,3493,Huntington
36,18071,551,4,4871,Jackson
37,18073,203,2,3378,Jasper
38,18075,82,0,1456,Jay
39,18077,149,2,3435,Jefferson
40,18079,207,12,2174,Jennings
41,18081,1648,118,17351,Johnson
42,18083,129,0,2864,Knox
43,18085,816,12,8810,Kosciusko
44,18087,542,10,2558,Lagrange
45,18089,7037,269,60088,Lake
46,18091,829,29,12905,La Porte
47,18093,326,27,4442,Lawrence
48,18095,842,65,10786,Madison
49,18097,14710,719,123604,Marion
50,18099,742,22,6984,Marshall
51,18101,42,0,731,Martin
52,18103,258,2,3759,Miami
53,18105,684,30,15397,Monroe
54,18107,338,21,4012,Montgomery
55,18109,418,32,6487,Morgan
56,18111,109,10,934,Newton
57,18113,635,28,5970,Noble
58,18115,50,4,797,Ohio
59,18117,163,24,1829,Orange
60,18119,78,1,2437,Owen
61,18121,45,1,1214,Parke
62,18123,171,12,2425,Perry
63,18125,45,0,955,Pike
64,18127,1174,39,15999,Porter
65,18129,157,0,2326,Posey
66,18131,71,1,1287,Pulaski
67,18133,221,8,3543,Putnam
68,18135,102,4,2322,Randolph
69,18137,188,7,3303,Ripley
70,18139,79,4,1634,Rush
71,18141,3114,79,42888,St. Joseph
72,18143,247,10,3472,Scott
73,18145,509,26,4897,Shelby
74,18147,113,3,1582,Spencer
75,18149,164,7,2176,Starke
76,18151,199,3,2646,Steuben
77,18153,75,1,2071,Sullivan
78,18155,43,0,784,Switzerland
79,18157,1094,11,20252,Tippecanoe
80,18159,106,5,1339,Tipton
81,18161,32,0,755,Union
82,18163,1700,12,26024,Vanderburgh
83,18165,38,0,1212,Vermillion
84,18167,468,10,10147,Vigo
85,18169,158,3,3126,Wabash
86,18171,19,1,446,Warren
87,18173,502,30,7358,Warrick
88,18175,115,1,2002,Washington
89,18177,315,9,8221,Wayne
90,18179,131,2,2518,Wells
91,18181,345,10,3426,White
92,18183,148,6,2353,Whitley
