_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,449,5,5362,Adams
2,18003,7667,220,75339,Allen
3,18005,1363,57,18880,Bartholomew
4,18007,105,0,1985,Benton
5,18009,180,3,2429,Blackford
6,18011,1171,48,15474,Boone
7,18013,127,3,2154,Brown
8,18015,305,13,3814,Carroll
9,18017,2197,20,10619,Cass
10,18019,2791,57,26339,Clark
11,18021,417,6,5171,Clay
12,18023,797,15,9503,Clinton
13,18025,140,1,2012,Crawford
14,18027,813,32,5911,Daviess
15,18029,890,28,10146,Dearborn
16,18031,493,39,5551,Decatur
17,18033,661,11,6906,De Kalb
18,18035,2719,74,25048,Delaware
19,18037,1322,21,9357,Dubois
20,18039,8155,129,56859,Elkhart
21,18041,547,15,5218,Fayette
22,18043,1696,65,17128,Floyd
23,18045,270,3,3305,Fountain
24,18047,358,25,2797,Franklin
25,18049,323,2,4003,Fulton
26,18051,810,9,6427,Gibson
27,18053,1154,39,14373,Grant
28,18055,499,37,6474,Greene
29,18057,5822,112,84001,Hamilton
30,18059,1112,44,18296,Hancock
31,18061,727,24,8266,Harrison
32,18063,3093,129,33670,Hendricks
33,18065,1184,28,10519,Henry
34,18067,1548,66,18743,Howard
35,18069,359,5,7616,Huntington
36,18071,1044,12,8696,Jackson
37,18073,520,4,6838,Jasper
38,18075,272,6,3131,Jay
39,18077,325,4,6315,Jefferson
40,18079,356,13,4304,Jennings
41,18081,2919,127,34487,Johnson
42,18083,678,10,6389,Knox
43,18085,1670,21,15508,Kosciusko
44,18087,758,14,4087,Lagrange
45,18089,12739,348,110398,Lake
46,18091,2069,52,25666,La Porte
47,18093,739,32,7859,Lawrence
48,18095,2214,87,24283,Madison
49,18097,24290,780,232108,Marion
50,18099,1282,26,13008,Marshall
51,18101,191,0,1808,Martin
52,18103,558,5,7893,Miami
53,18105,3140,38,49910,Monroe
54,18107,555,22,7821,Montgomery
55,18109,901,40,12430,Morgan
56,18111,203,11,1999,Newton
57,18113,1089,33,10216,Noble
58,18115,114,7,1308,Ohio
59,18117,371,24,3746,Orange
60,18119,197,1,4783,Owen
61,18121,207,2,2888,Parke
62,18123,275,14,4285,Perry
63,18125,307,10,2177,Pike
64,18127,2855,47,34173,Porter
65,18129,651,5,5325,Posey
66,18131,139,1,2346,Pulaski
67,18133,686,15,7448,Putnam
68,18135,323,8,4708,Randolph
69,18137,409,8,5952,Ripley
70,18139,192,4,3259,Rush
71,18141,8560,154,89338,St. Joseph
72,18143,500,13,5771,Scott
73,18145,765,29,8623,Shelby
74,18147,359,6,3397,Spencer
75,18149,372,7,4172,Starke
76,18151,568,8,5674,Steuben
77,18153,404,12,4368,Sullivan
78,18155,83,0,1755,Switzerland
79,18157,3428,14,61631,Tippecanoe
80,18159,261,23,2794,Tipton
81,18161,97,0,1566,Union
82,18163,5363,49,52286,Vanderburgh
83,18165,196,1,3160,Vermillion
84,18167,2422,32,24544,Vigo
85,18169,366,9,5609,Wabash
86,18171,72,1,1051,Warren
87,18173,1820,62,16053,Warrick
88,18175,342,2,4136,Washington
89,18177,1127,21,16427,Wayne
90,18179,398,5,4998,Wells
91,18181,553,15,6030,White
92,18183,419,6,5297,Whitley
