_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,295,4,4616,Adams
2,18003,6567,209,67336,Allen
3,18005,1221,57,17425,Bartholomew
4,18007,90,0,1833,Benton
5,18009,136,3,2169,Blackford
6,18011,1035,46,14215,Boone
7,18013,105,3,2009,Brown
8,18015,287,13,3550,Carroll
9,18017,2016,10,9900,Cass
10,18019,2364,57,23743,Clark
11,18021,329,5,4805,Clay
12,18023,681,14,8777,Clinton
13,18025,119,1,1841,Crawford
14,18027,702,30,5487,Daviess
15,18029,704,28,9334,Dearborn
16,18031,464,39,5051,Decatur
17,18033,520,11,6164,De Kalb
18,18035,2125,66,22554,Delaware
19,18037,1059,19,8636,Dubois
20,18039,6960,114,52219,Elkhart
21,18041,429,14,4821,Fayette
22,18043,1473,64,15429,Floyd
23,18045,137,2,2846,Fountain
24,18047,317,25,2556,Franklin
25,18049,261,2,3657,Fulton
26,18051,597,6,5679,Gibson
27,18053,1007,37,13341,Grant
28,18055,437,36,6027,Greene
29,18057,5150,110,76938,Hamilton
30,18059,965,43,16833,Hancock
31,18061,626,24,7416,Harrison
32,18063,2829,127,30906,Hendricks
33,18065,895,27,9385,Henry
34,18067,1394,64,17088,Howard
35,18069,276,3,6724,Huntington
36,18071,814,10,7758,Jackson
37,18073,412,3,6156,Jasper
38,18075,207,1,2832,Jay
39,18077,263,3,5808,Jefferson
40,18079,325,13,3999,Jennings
41,18081,2451,124,31289,Johnson
42,18083,569,10,5778,Knox
43,18085,1352,17,14268,Kosciusko
44,18087,666,11,3823,Lagrange
45,18089,11088,327,100516,Lake
46,18091,1633,42,22715,La Porte
47,18093,550,29,7222,Lawrence
48,18095,1825,75,21626,Madison
49,18097,22115,769,213366,Marion
50,18099,1053,25,11820,Marshall
51,18101,172,0,1707,Martin
52,18103,450,4,7152,Miami
53,18105,2776,37,47127,Monroe
54,18107,513,22,7262,Montgomery
55,18109,760,40,11257,Morgan
56,18111,177,11,1840,Newton
57,18113,950,32,9390,Noble
58,18115,80,7,1187,Ohio
59,18117,294,24,3412,Orange
60,18119,174,1,4435,Owen
61,18121,123,2,2452,Parke
62,18123,238,13,3958,Perry
63,18125,232,4,1908,Pike
64,18127,2318,47,30657,Porter
65,18129,421,2,4570,Posey
66,18131,116,1,2151,Pulaski
67,18133,613,11,6931,Putnam
68,18135,245,8,4283,Randolph
69,18137,321,8,5377,Ripley
70,18139,162,4,3041,Rush
71,18141,7100,123,81088,St. Joseph
72,18143,415,11,5340,Scott
73,18145,694,29,7965,Shelby
74,18147,292,3,3057,Spencer
75,18149,282,7,3693,Starke
76,18151,428,8,5073,Steuben
77,18153,346,12,3979,Sullivan
78,18155,71,0,1634,Switzerland
79,18157,2777,13,56875,Tippecanoe
80,18159,240,23,2521,Tipton
81,18161,80,0,1460,Union
82,18163,4153,31,46864,Vanderburgh
83,18165,140,0,2768,Vermillion
84,18167,1990,28,21891,Vigo
85,18169,282,8,5129,Wabash
86,18171,43,1,931,Warren
87,18173,1501,53,14516,Warrick
88,18175,284,2,3814,Washington
89,18177,825,15,14726,Wayne
90,18179,278,4,4517,Wells
91,18181,502,15,5638,White
92,18183,306,6,4613,Whitley
