_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,719,9,6191,Adams
2,18003,9765,239,85768,Allen
3,18005,1623,59,20947,Bartholomew
4,18007,124,1,2190,Benton
5,18009,288,6,2920,Blackford
6,18011,1445,51,17025,Boone
7,18013,162,3,2376,Brown
8,18015,396,13,4182,Carroll
9,18017,2415,26,11508,Cass
10,18019,3343,67,29725,Clark
11,18021,560,11,5672,Clay
12,18023,1087,16,10529,Clinton
13,18025,180,1,2274,Crawford
14,18027,1036,36,6563,Daviess
15,18029,1174,28,11290,Dearborn
16,18031,631,39,5988,Decatur
17,18033,939,13,8028,De Kalb
18,18035,3429,85,28344,Delaware
19,18037,1657,28,10207,Dubois
20,18039,10505,152,63774,Elkhart
21,18041,951,23,6174,Fayette
22,18043,2052,69,19320,Floyd
23,18045,409,3,3813,Fountain
24,18047,412,26,3083,Franklin
25,18049,444,12,4560,Fulton
26,18051,1051,12,7084,Gibson
27,18053,1500,41,15795,Grant
28,18055,642,40,7104,Greene
29,18057,7199,126,92158,Hamilton
30,18059,1387,44,20168,Hancock
31,18061,904,24,9209,Harrison
32,18063,3724,142,37138,Hendricks
33,18065,1563,30,11935,Henry
34,18067,1845,68,20698,Howard
35,18069,566,5,8643,Huntington
36,18071,1327,20,9827,Jackson
37,18073,844,5,7985,Jasper
38,18075,431,7,3637,Jay
39,18077,467,5,7160,Jefferson
40,18079,449,13,4747,Jennings
41,18081,3667,149,38464,Johnson
42,18083,979,10,7205,Knox
43,18085,2421,30,18605,Kosciusko
44,18087,889,16,4469,Lagrange
45,18089,16383,378,126575,Lake
46,18091,2684,68,28935,La Porte
47,18093,1107,39,9144,Lawrence
48,18095,2898,102,27659,Madison
49,18097,27994,796,253847,Marion
50,18099,1695,30,14397,Marshall
51,18101,217,0,1938,Martin
52,18103,801,5,9025,Miami
53,18105,3582,40,53430,Monroe
54,18107,744,22,8538,Montgomery
55,18109,1105,41,13901,Morgan
56,18111,288,12,2341,Newton
57,18113,1393,35,11459,Noble
58,18115,154,7,1445,Ohio
59,18117,461,25,4148,Orange
60,18119,267,1,5254,Owen
61,18121,290,4,3382,Parke
62,18123,529,14,4845,Perry
63,18125,389,18,2471,Pike
64,18127,4170,57,39441,Porter
65,18129,873,11,6022,Posey
66,18131,203,4,2719,Pulaski
67,18133,843,17,8231,Putnam
68,18135,518,11,5353,Randolph
69,18137,574,8,6529,Ripley
70,18139,306,4,3821,Rush
71,18141,10787,181,98246,St. Joseph
72,18143,613,16,6376,Scott
73,18145,1035,42,9520,Shelby
74,18147,473,6,3883,Spencer
75,18149,552,10,4851,Starke
76,18151,762,9,6496,Steuben
77,18153,501,14,4879,Sullivan
78,18155,112,0,1937,Switzerland
79,18157,4622,17,66277,Tippecanoe
80,18159,310,23,3050,Tipton
81,18161,136,0,1718,Union
82,18163,6795,78,57245,Vanderburgh
83,18165,310,1,3603,Vermillion
84,18167,3120,49,28044,Vigo
85,18169,603,11,6855,Wabash
86,18171,116,1,1191,Warren
87,18173,2238,66,17598,Warrick
88,18175,433,3,4633,Washington
89,18177,1751,36,18686,Wayne
90,18179,567,13,5672,Wells
91,18181,699,16,6573,White
92,18183,581,6,6177,Whitley
