_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,70,1,1710,Adams
2,18003,3345,152,34514,Allen
3,18005,683,45,8825,Bartholomew
4,18007,56,0,793,Benton
5,18009,48,2,1107,Blackford
6,18011,579,45,7369,Boone
7,18013,63,1,1160,Brown
8,18015,121,2,2016,Carroll
9,18017,1715,9,6225,Cass
10,18019,912,45,10450,Clark
11,18021,83,5,2192,Clay
12,18023,326,3,4700,Clinton
13,18025,40,0,786,Crawford
14,18027,204,19,2509,Daviess
15,18029,398,27,5120,Dearborn
16,18031,277,32,2777,Decatur
17,18033,198,4,3022,De Kalb
18,18035,556,52,10395,Delaware
19,18037,550,10,4546,Dubois
20,18039,4346,70,32308,Elkhart
21,18041,136,7,2309,Fayette
22,18043,577,44,7408,Floyd
23,18045,54,2,1360,Fountain
24,18047,173,8,1259,Franklin
25,18049,109,1,1839,Fulton
26,18051,180,2,2881,Gibson
27,18053,460,29,6883,Grant
28,18055,222,34,2992,Greene
29,18057,2230,103,38535,Hamilton
30,18059,570,37,8786,Hancock
31,18061,248,22,3266,Harrison
32,18063,1644,105,15463,Hendricks
33,18065,342,18,5243,Henry
34,18067,738,63,8168,Howard
35,18069,115,3,3291,Huntington
36,18071,525,4,4481,Jackson
37,18073,187,2,3169,Jasper
38,18075,75,0,1345,Jay
39,18077,142,2,3207,Jefferson
40,18079,194,12,1966,Jennings
41,18081,1549,118,15882,Johnson
42,18083,105,0,2560,Knox
43,18085,760,11,8044,Kosciusko
44,18087,524,10,2457,Lagrange
45,18089,6678,265,55616,Lake
46,18091,751,29,11620,La Porte
47,18093,296,27,4093,Lawrence
48,18095,760,64,9740,Madison
49,18097,13700,712,113625,Marion
50,18099,702,19,6467,Marshall
51,18101,39,0,673,Martin
52,18103,236,2,3408,Miami
53,18105,596,29,13615,Monroe
54,18107,317,21,3649,Montgomery
55,18109,393,31,5922,Morgan
56,18111,105,10,873,Newton
57,18113,599,28,5552,Noble
58,18115,36,2,749,Ohio
59,18117,158,24,1616,Orange
60,18119,70,1,2179,Owen
61,18121,40,0,1113,Parke
62,18123,163,12,2172,Perry
63,18125,25,0,835,Pike
64,18127,1041,38,14191,Porter
65,18129,143,0,2093,Posey
66,18131,69,1,1288,Pulaski
67,18133,207,8,3306,Putnam
68,18135,92,4,2112,Randolph
69,18137,179,7,3021,Ripley
70,18139,76,4,1530,Rush
71,18141,2801,76,37961,St. Joseph
72,18143,223,10,3215,Scott
73,18145,491,25,4659,Shelby
74,18147,102,1,1447,Spencer
75,18149,150,4,1981,Starke
76,18151,185,3,2449,Steuben
77,18153,66,1,1946,Sullivan
78,18155,37,0,728,Switzerland
79,18157,972,11,18464,Tippecanoe
80,18159,74,2,1211,Tipton
81,18161,22,0,676,Union
82,18163,1433,7,23500,Vanderburgh
83,18165,22,0,1063,Vermillion
84,18167,379,9,9176,Vigo
85,18169,144,3,2944,Wabash
86,18171,19,1,404,Warren
87,18173,426,29,6605,Warrick
88,18175,87,1,1749,Washington
89,18177,262,7,7212,Wayne
90,18179,115,1,2225,Wells
91,18181,326,10,3163,White
92,18183,136,6,2157,Whitley
