_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,160,2,2751,Adams
2,18003,4650,172,47183,Allen
3,18005,1013,50,13012,Bartholomew
4,18007,76,0,1228,Benton
5,18009,70,2,1469,Blackford
6,18011,785,46,10348,Boone
7,18013,83,2,1597,Brown
8,18015,249,11,2749,Carroll
9,18017,1842,9,7788,Cass
10,18019,1601,51,17133,Clark
11,18021,207,5,3362,Clay
12,18023,521,6,6597,Clinton
13,18025,55,0,1239,Crawford
14,18027,407,23,3736,Daviess
15,18029,556,28,7326,Dearborn
16,18031,374,33,3994,Decatur
17,18033,286,4,4186,De Kalb
18,18035,897,53,15006,Delaware
19,18037,796,17,6402,Dubois
20,18039,5384,95,40940,Elkhart
21,18041,282,8,3458,Fayette
22,18043,997,54,11098,Floyd
23,18045,82,2,1975,Fountain
24,18047,261,22,1833,Franklin
25,18049,196,2,2539,Fulton
26,18051,288,4,4128,Gibson
27,18053,601,30,9548,Grant
28,18055,335,35,4317,Greene
29,18057,3529,106,56141,Hamilton
30,18059,777,41,12812,Hancock
31,18061,437,24,5339,Harrison
32,18063,2171,110,22083,Hendricks
33,18065,555,21,7016,Henry
34,18067,1026,61,12465,Howard
35,18069,154,3,4595,Huntington
36,18071,672,7,6091,Jackson
37,18073,301,2,4516,Jasper
38,18075,114,0,1875,Jay
39,18077,198,3,4241,Jefferson
40,18079,254,12,2881,Jennings
41,18081,1942,120,22638,Johnson
42,18083,279,3,3889,Knox
43,18085,986,12,10522,Kosciusko
44,18087,581,11,2894,Lagrange
45,18089,8700,292,76442,Lake
46,18091,1114,31,16667,La Porte
47,18093,418,27,5435,Lawrence
48,18095,1201,67,14850,Madison
49,18097,17593,743,157740,Marion
50,18099,858,23,9388,Marshall
51,18101,75,0,998,Martin
52,18103,306,2,5127,Miami
53,18105,952,36,25868,Monroe
54,18107,388,21,5152,Montgomery
55,18109,553,35,8349,Morgan
56,18111,133,10,1194,Newton
57,18113,773,30,7175,Noble
58,18115,70,7,992,Ohio
59,18117,214,24,2412,Orange
60,18119,132,1,3178,Owen
61,18121,75,2,1647,Parke
62,18123,195,13,3091,Perry
63,18125,80,1,1270,Pike
64,18127,1582,40,21992,Porter
65,18129,202,0,3024,Posey
66,18131,92,1,1596,Pulaski
67,18133,401,8,4879,Putnam
68,18135,150,6,2910,Randolph
69,18137,234,8,4117,Ripley
70,18139,127,4,2277,Rush
71,18141,4540,88,55021,St. Joseph
72,18143,303,10,4107,Scott
73,18145,607,28,6220,Shelby
74,18147,150,3,2220,Spencer
75,18149,189,7,2738,Starke
76,18151,246,3,3391,Steuben
77,18153,258,5,2973,Sullivan
78,18155,63,0,1228,Switzerland
79,18157,1464,13,28386,Tippecanoe
80,18159,170,19,1827,Tipton
81,18161,57,0,1054,Union
82,18163,2361,17,32871,Vanderburgh
83,18165,81,0,1828,Vermillion
84,18167,1046,15,14838,Vigo
85,18169,195,5,3858,Wabash
86,18171,34,1,620,Warren
87,18173,699,30,9813,Warrick
88,18175,190,1,2788,Washington
89,18177,490,10,11080,Wayne
90,18179,195,2,3156,Wells
91,18181,414,11,4306,White
92,18183,192,6,3005,Whitley
