_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,211,3,3693,Adams
2,18003,5519,189,56070,Allen
3,18005,1107,56,15075,Bartholomew
4,18007,85,0,1470,Benton
5,18009,93,2,1724,Blackford
6,18011,912,46,12032,Boone
7,18013,92,3,1770,Brown
8,18015,262,13,3129,Carroll
9,18017,1900,9,8882,Cass
10,18019,1947,53,20041,Clark
11,18021,269,5,4290,Clay
12,18023,579,11,7633,Clinton
13,18025,88,0,1561,Crawford
14,18027,570,25,4697,Daviess
15,18029,602,28,8315,Dearborn
16,18031,438,38,4616,Decatur
17,18033,393,8,5137,De Kalb
18,18035,1678,58,19183,Delaware
19,18037,896,17,7643,Dubois
20,18039,5937,103,45749,Elkhart
21,18041,393,13,4170,Fayette
22,18043,1184,59,12802,Floyd
23,18045,108,2,2439,Fountain
24,18047,285,25,2206,Franklin
25,18049,217,2,2966,Fulton
26,18051,367,4,4883,Gibson
27,18053,795,32,11580,Grant
28,18055,387,35,5250,Greene
29,18057,4369,107,65140,Hamilton
30,18059,858,42,14497,Hancock
31,18061,526,24,6445,Harrison
32,18063,2511,119,25892,Hendricks
33,18065,686,23,7989,Henry
34,18067,1189,62,14566,Howard
35,18069,194,3,5506,Huntington
36,18071,719,9,6866,Jackson
37,18073,362,2,5359,Jasper
38,18075,149,0,2284,Jay
39,18077,227,3,5023,Jefferson
40,18079,297,12,3456,Jennings
41,18081,2130,122,26237,Johnson
42,18083,423,8,4804,Knox
43,18085,1127,17,11870,Kosciusko
44,18087,621,11,3397,Lagrange
45,18089,9732,307,87194,Lake
46,18091,1293,37,19421,La Porte
47,18093,486,27,6299,Lawrence
48,18095,1457,74,17899,Madison
49,18097,19549,754,180311,Marion
50,18099,948,23,10418,Marshall
51,18101,140,0,1435,Martin
52,18103,410,2,6192,Miami
53,18105,1834,36,35277,Monroe
54,18107,485,21,6236,Montgomery
55,18109,635,36,9642,Morgan
56,18111,152,10,1461,Newton
57,18113,850,32,8309,Noble
58,18115,75,7,1090,Ohio
59,18117,263,24,3066,Orange
60,18119,157,1,3856,Owen
61,18121,87,2,2047,Parke
62,18123,198,14,3510,Perry
63,18125,118,1,1650,Pike
64,18127,1886,43,26205,Porter
65,18129,265,0,3699,Posey
66,18131,106,1,1870,Pulaski
67,18133,477,8,5927,Putnam
68,18135,194,7,3442,Randolph
69,18137,262,8,4649,Ripley
70,18139,144,4,2660,Rush
71,18141,5601,96,66232,St. Joseph
72,18143,335,10,4691,Scott
73,18145,642,29,7020,Shelby
74,18147,178,3,2609,Spencer
75,18149,221,7,3176,Starke
76,18151,325,7,4290,Steuben
77,18153,316,11,3485,Sullivan
78,18155,65,0,1412,Switzerland
79,18157,1902,13,38802,Tippecanoe
80,18159,212,22,2140,Tipton
81,18161,71,0,1304,Union
82,18163,2932,23,38636,Vanderburgh
83,18165,116,0,2323,Vermillion
84,18167,1626,19,18708,Vigo
85,18169,237,7,4433,Wabash
86,18171,38,1,803,Warren
87,18173,922,31,11963,Warrick
88,18175,244,1,3346,Washington
89,18177,686,13,13065,Wayne
90,18179,229,2,3766,Wells
91,18181,465,13,4999,White
92,18183,237,6,3799,Whitley
