_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,194,3,3448,Adams
2,18003,5250,182,53688,Allen
3,18005,1085,54,14470,Bartholomew
4,18007,84,0,1393,Benton
5,18009,82,2,1636,Blackford
6,18011,885,46,11567,Boone
7,18013,91,2,1701,Brown
8,18015,260,13,3026,Carroll
9,18017,1888,9,8589,Cass
10,18019,1847,53,19239,Clark
11,18021,248,5,4012,Clay
12,18023,570,11,7407,Clinton
13,18025,73,0,1451,Crawford
14,18027,537,24,4473,Daviess
15,18029,585,28,8015,Dearborn
16,18031,426,36,4457,Decatur
17,18033,369,7,4890,De Kalb
18,18035,1511,57,17987,Delaware
19,18037,870,17,7029,Dubois
20,18039,5791,99,44593,Elkhart
21,18041,361,10,3995,Fayette
22,18043,1132,57,12266,Floyd
23,18045,100,2,2313,Fountain
24,18047,279,25,2106,Franklin
25,18049,208,2,2830,Fulton
26,18051,342,4,4677,Gibson
27,18053,734,31,11100,Grant
28,18055,376,35,4968,Greene
29,18057,4153,107,62887,Hamilton
30,18059,840,42,14012,Hancock
31,18061,505,24,6184,Harrison
32,18063,2434,116,24832,Hendricks
33,18065,651,22,7748,Henry
34,18067,1136,62,13926,Howard
35,18069,181,3,5260,Huntington
36,18071,712,9,6687,Jackson
37,18073,339,2,5129,Jasper
38,18075,139,0,2151,Jay
39,18077,219,3,4868,Jefferson
40,18079,282,12,3270,Jennings
41,18081,2077,122,25131,Johnson
42,18083,379,6,4573,Knox
43,18085,1084,17,11480,Kosciusko
44,18087,617,11,3260,Lagrange
45,18089,9429,298,84046,Lake
46,18091,1222,37,18759,La Porte
47,18093,474,27,6025,Lawrence
48,18095,1387,74,17096,Madison
49,18097,19073,750,174236,Marion
50,18099,926,23,10129,Marshall
51,18101,126,0,1319,Martin
52,18103,340,2,5831,Miami
53,18105,1385,36,28349,Monroe
54,18107,463,21,5974,Montgomery
55,18109,615,35,9264,Morgan
56,18111,150,10,1402,Newton
57,18113,834,31,8039,Noble
58,18115,74,7,1067,Ohio
59,18117,258,24,2940,Orange
60,18119,154,1,3690,Owen
61,18121,81,2,1934,Parke
62,18123,197,14,3416,Perry
63,18125,113,1,1514,Pike
64,18127,1824,42,25000,Porter
65,18129,228,0,3484,Posey
66,18131,104,1,1802,Pulaski
67,18133,452,8,5605,Putnam
68,18135,188,7,3313,Randolph
69,18137,251,8,4489,Ripley
70,18139,137,4,2583,Rush
71,18141,5391,95,63895,St. Joseph
72,18143,323,10,4548,Scott
73,18145,634,28,6827,Shelby
74,18147,169,3,2456,Spencer
75,18149,215,7,3038,Starke
76,18151,311,6,4105,Steuben
77,18153,304,10,3328,Sullivan
78,18155,64,0,1378,Switzerland
79,18157,1706,13,35352,Tippecanoe
80,18159,198,21,2052,Tipton
81,18161,67,0,1233,Union
82,18163,2722,23,36842,Vanderburgh
83,18165,106,0,2182,Vermillion
84,18167,1467,17,17649,Vigo
85,18169,223,6,4304,Wabash
86,18171,38,1,743,Warren
87,18173,841,31,11304,Warrick
88,18175,239,1,3241,Washington
89,18177,628,10,12571,Wayne
90,18179,217,2,3617,Wells
91,18181,461,13,4820,White
92,18183,226,6,3563,Whitley
