_id,COUNTY_NAME,COVID_COUNT,COVID_DEATHS,COVID_TEST
1,ADAMS,50,1,1357
2,ALLEN,2815,132,27922
3,BARTHOLOMEW,589,44,6847
4,BENTON,48,0,608
5,BLACKFORD,39,2,896
6,BOONE,449,43,5346
7,BROWN,39,1,575
8,CARROLL,110,2,1685
9,CASS,1639,9,5483
10,CLARK,660,44,7571
11,CLAY,60,4,1723
12,CLINTON,289,2,3868
13,CRAWFORD,32,0,637
14,DAVIESS,147,17,1915
15,DEARBORN,233,23,3206
16,DECATUR,255,32,2211
17,DEKALB,163,4,2310
18,DELAWARE,450,50,8043
19,DUBOIS,283,6,3189
20,ELKHART,3320,51,24169
21,FAYETTE,101,7,1697
22,FLOYD,382,44,5394
23,FOUNTAIN,32,2,1021
24,FRANKLIN,126,8,925
25,FULTON,71,1,1326
26,GIBSON,87,2,2099
27,GRANT,295,26,4908
28,GREENE,190,32,2167
29,HAMILTON,1596,101,28167
30,HANCOCK,449,35,6679
31,HARRISON,216,22,2432
32,HENDRICKS,1414,100,12204
33,HENRY,280,16,4167
34,HOWARD,580,57,6085
35,HUNTINGTON,78,2,2470
36,JACKSON,472,3,3795
37,JASPER,121,2,2570
38,JAY,68,0,1098
39,JEFFERSON,72,2,2380
40,JENNINGS,176,12,1634
41,JOHNSON,1288,117,12569
42,KNOX,64,0,2033
43,KOSCIUSKO,556,4,5689
44,LAGRANGE,471,9,2145
45,LAKE,5212,244,42391
46,LAPORTE,579,26,8081
47,LAWRENCE,246,25,3275
48,MADISON,663,64,7740
49,MARION,11723,689,90983
50,MARSHALL,492,6,4565
51,MARTIN,23,0,507
52,MIAMI,184,2,2623
53,MONROE,301,28,8738
54,MONTGOMERY,297,20,2993
55,MORGAN,329,31,4751
56,NEWTON,99,10,729
57,NOBLE,484,28,4469
58,OHIO,17,0,307
59,ORANGE,135,23,1258
60,OWEN,49,1,1653
61,PARKE,23,0,849
62,PERRY,135,9,1483
63,PIKE,11,0,624
64,PORTER,736,37,10423
65,POSEY,44,0,1190
66,PULASKI,66,1,1007
67,PUTNAM,170,8,2766
68,RANDOLPH,80,4,1728
69,RIPLEY,122,7,2061
70,RUSH,58,3,1211
71,SCOTT,162,8,2604
72,SHELBY,430,25,4030
73,SPENCER,41,1,956
74,ST JOSEPH,1981,68,27771
75,STARKE,93,3,1346
76,STEUBEN,130,2,1819
77,SULLIVAN,45,1,1543
78,SWITZERLAND,27,0,513
79,TIPPECANOE,727,9,13584
80,TIPTON,31,1,918
81,UNION,13,0,496
82,VANDERBURGH,570,6,14165
83,VERMILLION,14,0,814
84,VIGO,236,8,6880
85,WABASH,113,2,2437
86,WARREN,14,1,325
87,WARRICK,221,29,3851
88,WASHINGTON,67,1,1369
89,WAYNE,142,6,5169
90,WELLS,75,1,1686
91,WHITE,265,10,2579
92,WHITLEY,96,5,1600
