_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,219,3,3745,Adams
2,18003,5592,193,56833,Allen
3,18005,1115,56,15251,Bartholomew
4,18007,87,0,1505,Benton
5,18009,96,2,1754,Blackford
6,18011,918,46,12300,Boone
7,18013,91,3,1790,Brown
8,18015,265,13,3161,Carroll
9,18017,1910,9,8951,Cass
10,18019,1973,53,20339,Clark
11,18021,271,5,4317,Clay
12,18023,583,11,7742,Clinton
13,18025,92,0,1588,Crawford
14,18027,576,25,4755,Daviess
15,18029,602,28,8367,Dearborn
16,18031,440,38,4650,Decatur
17,18033,400,9,5215,De Kalb
18,18035,1701,59,19405,Delaware
19,18037,906,18,7729,Dubois
20,18039,5995,104,46174,Elkhart
21,18041,395,13,4185,Fayette
22,18043,1214,60,13108,Floyd
23,18045,108,2,2458,Fountain
24,18047,287,25,2233,Franklin
25,18049,219,2,3008,Fulton
26,18051,378,4,4932,Gibson
27,18053,808,32,11764,Grant
28,18055,387,35,5295,Greene
29,18057,4425,108,66390,Hamilton
30,18059,858,42,14734,Hancock
31,18061,528,24,6496,Harrison
32,18063,2527,120,26356,Hendricks
33,18065,691,24,8046,Henry
34,18067,1214,62,14805,Howard
35,18069,193,3,5568,Huntington
36,18071,721,9,6941,Jackson
37,18073,366,2,5426,Jasper
38,18075,151,0,2320,Jay
39,18077,229,3,5045,Jefferson
40,18079,301,12,3505,Jennings
41,18081,2136,122,26704,Johnson
42,18083,426,8,4841,Knox
43,18085,1138,17,12098,Kosciusko
44,18087,625,11,3435,Lagrange
45,18089,9791,308,88132,Lake
46,18091,1302,37,19574,La Porte
47,18093,490,27,6410,Lawrence
48,18095,1473,74,18237,Madison
49,18097,19654,754,183398,Marion
50,18099,951,23,10515,Marshall
51,18101,140,0,1449,Martin
52,18103,411,2,6287,Miami
53,18105,1948,36,42117,Monroe
54,18107,490,21,6331,Montgomery
55,18109,645,36,9782,Morgan
56,18111,152,10,1542,Newton
57,18113,848,32,8395,Noble
58,18115,75,7,1094,Ohio
59,18117,271,24,3104,Orange
60,18119,161,1,3914,Owen
61,18121,88,2,2066,Parke
62,18123,199,14,3538,Perry
63,18125,125,1,1664,Pike
64,18127,1915,43,26534,Porter
65,18129,272,0,3762,Posey
66,18131,107,1,1884,Pulaski
67,18133,494,8,6043,Putnam
68,18135,195,7,3465,Randolph
69,18137,262,8,4711,Ripley
70,18139,145,4,2693,Rush
71,18141,5640,96,66978,St. Joseph
72,18143,336,10,4718,Scott
73,18145,642,29,7094,Shelby
74,18147,180,3,2633,Spencer
75,18149,223,7,3194,Starke
76,18151,327,7,4327,Steuben
77,18153,319,12,3502,Sullivan
78,18155,65,0,1419,Switzerland
79,18157,1964,13,40602,Tippecanoe
80,18159,213,22,2164,Tipton
81,18161,72,0,1317,Union
82,18163,2981,24,39104,Vanderburgh
83,18165,116,0,2357,Vermillion
84,18167,1636,20,18951,Vigo
85,18169,246,7,4494,Wabash
86,18171,38,1,814,Warren
87,18173,937,31,12152,Warrick
88,18175,243,1,3373,Washington
89,18177,692,13,13196,Wayne
90,18179,229,2,3808,Wells
91,18181,464,14,5030,White
92,18183,237,6,3848,Whitley
