_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,79,2,1859,Adams
2,18003,3557,157,36625,Allen
3,18005,727,47,9527,Bartholomew
4,18007,60,0,845,Benton
5,18009,51,2,1181,Blackford
6,18011,626,46,8009,Boone
7,18013,69,1,1309,Brown
8,18015,139,2,2137,Carroll
9,18017,1743,9,6555,Cass
10,18019,1062,45,11898,Clark
11,18021,94,5,2332,Clay
12,18023,349,3,4993,Clinton
13,18025,41,0,864,Crawford
14,18027,240,19,2793,Daviess
15,18029,456,28,5687,Dearborn
16,18031,310,32,3026,Decatur
17,18033,214,4,3194,De Kalb
18,18035,628,52,11277,Delaware
19,18037,616,12,4910,Dubois
20,18039,4566,76,34312,Elkhart
21,18041,150,7,2508,Fayette
22,18043,665,44,8278,Floyd
23,18045,62,2,1468,Fountain
24,18047,197,10,1392,Franklin
25,18049,139,1,1989,Fulton
26,18051,196,3,3097,Gibson
27,18053,496,29,7398,Grant
28,18055,235,34,3286,Greene
29,18057,2446,104,42512,Hamilton
30,18059,608,37,9523,Hancock
31,18061,282,22,3664,Harrison
32,18063,1731,105,16648,Hendricks
33,18065,358,18,5564,Henry
34,18067,798,64,9035,Howard
35,18069,118,3,3432,Huntington
36,18071,547,4,4783,Jackson
37,18073,199,2,3341,Jasper
38,18075,81,0,1427,Jay
39,18077,148,2,3406,Jefferson
40,18079,208,12,2124,Jennings
41,18081,1631,118,17085,Johnson
42,18083,126,0,2836,Knox
43,18085,814,12,8716,Kosciusko
44,18087,539,10,2535,Lagrange
45,18089,6994,269,59337,Lake
46,18091,818,29,12690,La Porte
47,18093,325,27,4395,Lawrence
48,18095,833,64,10685,Madison
49,18097,14578,718,121864,Marion
50,18099,739,22,6896,Marshall
51,18101,42,0,717,Martin
52,18103,256,2,3717,Miami
53,18105,674,30,15161,Monroe
54,18107,336,21,3926,Montgomery
55,18109,412,32,6376,Morgan
56,18111,109,10,929,Newton
57,18113,624,28,5832,Noble
58,18115,45,4,785,Ohio
59,18117,161,24,1803,Orange
60,18119,78,1,2405,Owen
61,18121,46,1,1198,Parke
62,18123,170,12,2391,Perry
63,18125,41,0,930,Pike
64,18127,1144,39,15675,Porter
65,18129,154,0,2283,Posey
66,18131,71,1,1374,Pulaski
67,18133,217,8,3514,Putnam
68,18135,102,4,2294,Randolph
69,18137,186,7,3244,Ripley
70,18139,79,4,1628,Rush
71,18141,3071,79,41993,St. Joseph
72,18143,244,10,3410,Scott
73,18145,508,26,4855,Shelby
74,18147,110,3,1557,Spencer
75,18149,161,7,2147,Starke
76,18151,195,3,2595,Steuben
77,18153,74,1,2062,Sullivan
78,18155,43,0,765,Switzerland
79,18157,1085,11,20000,Tippecanoe
80,18159,102,5,1339,Tipton
81,18161,28,0,728,Union
82,18163,1679,12,25615,Vanderburgh
83,18165,34,0,1173,Vermillion
84,18167,454,10,9971,Vigo
85,18169,155,3,3096,Wabash
86,18171,19,1,435,Warren
87,18173,488,30,7226,Warrick
88,18175,107,1,1952,Washington
89,18177,313,9,8104,Wayne
90,18179,129,2,2468,Wells
91,18181,344,10,3385,White
92,18183,144,6,2301,Whitley
