_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,319,4,4743,Adams
2,18003,6774,209,69027,Allen
3,18005,1232,57,17776,Bartholomew
4,18007,90,0,1873,Benton
5,18009,149,3,2220,Blackford
6,18011,1068,46,14513,Boone
7,18013,109,3,2034,Brown
8,18015,292,13,3612,Carroll
9,18017,2036,11,10067,Cass
10,18019,2439,57,24349,Clark
11,18021,342,5,4879,Clay
12,18023,700,14,8930,Clinton
13,18025,122,1,1879,Crawford
14,18027,724,30,5571,Daviess
15,18029,729,28,9509,Dearborn
16,18031,469,39,5125,Decatur
17,18033,545,11,6303,De Kalb
18,18035,2254,67,23092,Delaware
19,18037,1109,20,8793,Dubois
20,18039,7176,118,53234,Elkhart
21,18041,468,14,4915,Fayette
22,18043,1510,64,15790,Floyd
23,18045,168,2,2942,Fountain
24,18047,320,25,2623,Franklin
25,18049,267,2,3707,Fulton
26,18051,656,7,5850,Gibson
27,18053,1041,37,13521,Grant
28,18055,444,36,6114,Greene
29,18057,5285,110,78760,Hamilton
30,18059,989,44,17173,Hancock
31,18061,643,24,7586,Harrison
32,18063,2881,127,31714,Hendricks
33,18065,960,27,9638,Henry
34,18067,1432,64,17477,Howard
35,18069,301,3,6903,Huntington
36,18071,864,10,7944,Jackson
37,18073,427,3,6289,Jasper
38,18075,224,1,2898,Jay
39,18077,272,3,5924,Jefferson
40,18079,332,13,4066,Jennings
41,18081,2532,125,32118,Johnson
42,18083,584,10,5916,Knox
43,18085,1411,17,14521,Kosciusko
44,18087,677,12,3862,Lagrange
45,18089,11344,334,102894,Lake
46,18091,1704,46,23326,La Porte
47,18093,577,30,7367,Lawrence
48,18095,1902,79,22163,Madison
49,18097,22560,772,218508,Marion
50,18099,1091,26,12031,Marshall
51,18101,174,0,1730,Martin
52,18103,455,4,7324,Miami
53,18105,2868,37,47947,Monroe
54,18107,513,22,7389,Montgomery
55,18109,786,40,11548,Morgan
56,18111,180,11,1883,Newton
57,18113,967,32,9531,Noble
58,18115,81,7,1213,Ohio
59,18117,303,24,3486,Orange
60,18119,177,1,4521,Owen
61,18121,143,2,2549,Parke
62,18123,241,13,4038,Perry
63,18125,246,4,1949,Pike
64,18127,2421,47,31429,Porter
65,18129,469,3,4748,Posey
66,18131,117,1,2204,Pulaski
67,18133,634,13,7058,Putnam
68,18135,263,8,4379,Randolph
69,18137,337,8,5492,Ripley
70,18139,165,4,3090,Rush
71,18141,7419,130,83228,St. Joseph
72,18143,441,11,5429,Scott
73,18145,703,29,8117,Shelby
74,18147,312,4,3117,Spencer
75,18149,297,7,3774,Starke
76,18151,441,9,5159,Steuben
77,18153,354,12,4035,Sullivan
78,18155,72,0,1670,Switzerland
79,18157,2914,13,58115,Tippecanoe
80,18159,247,23,2602,Tipton
81,18161,82,0,1484,Union
82,18163,4449,36,48128,Vanderburgh
83,18165,144,1,2847,Vermillion
84,18167,2051,30,22368,Vigo
85,18169,293,9,5209,Wabash
86,18171,47,1,951,Warren
87,18173,1595,56,14936,Warrick
88,18175,292,2,3882,Washington
89,18177,856,16,15160,Wayne
90,18179,294,5,4612,Wells
91,18181,506,15,5729,White
92,18183,334,7,4788,Whitley
