_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,57,1,1582,Adams
2,18003,3136,141,31926,Allen
3,18005,635,45,7931,Bartholomew
4,18007,53,0,717,Benton
5,18009,45,2,1016,Blackford
6,18011,530,45,6410,Boone
7,18013,54,1,832,Brown
8,18015,119,2,1883,Carroll
9,18017,1666,9,5883,Cass
10,18019,773,44,9087,Clark
11,18021,71,5,1973,Clay
12,18023,308,3,4303,Clinton
13,18025,36,0,723,Crawford
14,18027,166,17,2217,Daviess
15,18029,323,25,4407,Dearborn
16,18031,264,32,2536,Decatur
17,18033,175,4,2752,De Kalb
18,18035,512,52,9531,Delaware
19,18037,426,7,3865,Dubois
20,18039,3999,64,29253,Elkhart
21,18041,116,7,1994,Fayette
22,18043,479,44,6479,Floyd
23,18045,43,2,1202,Fountain
24,18047,144,8,1099,Franklin
25,18049,89,1,1566,Fulton
26,18051,158,2,2588,Gibson
27,18053,393,27,5999,Grant
28,18055,207,33,2571,Greene
29,18057,1933,101,34199,Hamilton
30,18059,506,36,7800,Hancock
31,18061,229,22,2879,Harrison
32,18063,1551,103,13923,Hendricks
33,18065,322,18,4845,Henry
34,18067,666,59,7112,Howard
35,18069,109,2,2986,Huntington
36,18071,502,3,4136,Jackson
37,18073,157,2,2891,Jasper
38,18075,73,0,1259,Jay
39,18077,124,2,2839,Jefferson
40,18079,187,12,1788,Jennings
41,18081,1432,118,14280,Johnson
42,18083,83,0,2347,Knox
43,18085,657,8,6939,Kosciusko
44,18087,498,10,2323,Lagrange
45,18089,6145,254,50666,Lake
46,18091,688,28,9960,La Porte
47,18093,277,26,3764,Lawrence
48,18095,714,64,8820,Madison
49,18097,12750,706,102895,Marion
50,18099,659,13,5775,Marshall
51,18101,34,0,598,Martin
52,18103,207,2,3056,Miami
53,18105,472,28,11301,Monroe
54,18107,306,20,3349,Montgomery
55,18109,368,31,5391,Morgan
56,18111,101,10,815,Newton
57,18113,556,28,5110,Noble
58,18115,31,2,603,Ohio
59,18117,146,24,1450,Orange
60,18119,56,1,1944,Owen
61,18121,32,0,1009,Parke
62,18123,159,12,1778,Perry
63,18125,19,0,727,Pike
64,18127,910,38,12545,Porter
65,18129,102,0,1754,Posey
66,18131,68,1,1152,Pulaski
67,18133,190,8,3055,Putnam
68,18135,82,4,1970,Randolph
69,18137,155,7,2502,Ripley
70,18139,69,3,1400,Rush
71,18141,2491,73,33766,St. Joseph
72,18143,193,9,2863,Scott
73,18145,474,25,4379,Shelby
74,18147,89,1,1256,Spencer
75,18149,134,4,1733,Starke
76,18151,152,3,2156,Steuben
77,18153,64,1,1806,Sullivan
78,18155,35,0,603,Switzerland
79,18157,875,10,16170,Tippecanoe
80,18159,43,2,1072,Tipton
81,18161,17,0,604,Union
82,18163,1114,6,19996,Vanderburgh
83,18165,20,0,961,Vermillion
84,18167,294,9,8139,Vigo
85,18169,128,3,2730,Wabash
86,18171,16,1,359,Warren
87,18173,343,29,5350,Warrick
88,18175,78,1,1555,Washington
89,18177,199,6,6256,Wayne
90,18179,94,1,2009,Wells
91,18181,300,10,2896,White
92,18183,116,6,1959,Whitley
