_id,COUNTY_NAME,COVID_COUNT,COVID_DEATHS,COVID_TEST
1,ADAMS,36,1,989
2,ALLEN,2414,91,21238
3,BARTHOLOMEW,567,43,3315
4,BENTON,41,0,495
5,BLACKFORD,32,2,669
6,BOONE,390,40,4269
7,BROWN,37,1,385
8,CARROLL,103,2,1355
9,CASS,1625,9,4653
10,CLARK,592,43,6003
11,CLAY,56,3,1435
12,CLINTON,273,1,3407
13,CRAWFORD,27,0,449
14,DAVIESS,132,16,1513
15,DEARBORN,189,22,2089
16,DECATUR,239,32,1674
17,DEKALB,139,3,1730
18,DELAWARE,407,46,6427
19,DUBOIS,251,6,2280
20,ELKHART,2603,38,18296
21,FAYETTE,85,7,1272
22,FLOYD,344,43,4112
23,FOUNTAIN,24,2,852
24,FRANKLIN,121,8,762
25,FULTON,62,1,977
26,GIBSON,27,2,1402
27,GRANT,278,25,3709
28,GREENE,184,29,1707
29,HAMILTON,1369,97,22639
30,HANCOCK,391,33,5202
31,HARRISON,200,22,1840
32,HENDRICKS,1318,94,9766
33,HENRY,209,15,3154
34,HOWARD,499,48,4902
35,HUNTINGTON,60,2,1815
36,JACKSON,431,3,2653
37,JASPER,91,1,2176
38,JAY,63,0,845
39,JEFFERSON,56,1,1921
40,JENNINGS,161,9,976
41,JOHNSON,1200,117,10167
42,KNOX,44,0,1567
43,KOSCIUSKO,381,2,3911
44,LAGRANGE,377,5,1632
45,LAKE,4400,234,33519
46,LAPORTE,486,25,6291
47,LAWRENCE,193,24,2266
48,MADISON,620,63,6099
49,MARION,10945,668,76065
50,MARSHALL,359,3,3502
51,MARTIN,21,0,369
52,MIAMI,176,2,2022
53,MONROE,208,26,6160
54,MONTGOMERY,272,19,2416
55,MORGAN,306,30,3827
56,NEWTON,88,10,612
57,NOBLE,367,27,3266
58,OHIO,13,0,234
59,ORANGE,132,23,964
60,OWEN,40,1,1235
61,PARKE,20,0,652
62,PERRY,105,3,1130
63,PIKE,6,0,441
64,PORTER,615,36,7831
65,POSEY,24,0,717
66,PULASKI,54,1,745
67,PUTNAM,158,8,2093
68,RANDOLPH,71,3,1257
69,RIPLEY,112,7,1532
70,RUSH,52,3,972
71,SCOTT,149,6,2117
72,SHELBY,408,24,3409
73,SPENCER,24,1,654
74,ST JOSEPH,1662,56,21891
75,STARKE,60,3,943
76,STEUBEN,109,2,1452
77,SULLIVAN,41,1,1343
78,SWITZERLAND,22,0,423
79,TIPPECANOE,530,7,10703
80,TIPTON,28,1,717
81,UNION,12,0,361
82,VANDERBURGH,342,6,9652
83,VERMILLION,13,0,565
84,VIGO,210,8,5259
85,WABASH,93,2,1693
86,WARREN,14,1,273
87,WARRICK,180,29,2553
88,WASHINGTON,62,1,888
89,WAYNE,108,6,3600
90,WELLS,65,1,1347
91,WHITE,249,10,2088
92,WHITLEY,71,4,1142
