_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,49,1,1483,Adams
2,18003,2971,134,29864,Allen
3,18005,605,45,7257,Bartholomew
4,18007,51,0,646,Benton
5,18009,40,2,931,Blackford
6,18011,492,44,5782,Boone
7,18013,44,1,627,Brown
8,18015,114,2,1758,Carroll
9,18017,1648,9,5706,Cass
10,18019,719,44,8188,Clark
11,18021,64,5,1835,Clay
12,18023,290,3,4014,Clinton
13,18025,33,0,670,Crawford
14,18027,151,17,2044,Daviess
15,18029,271,23,3794,Dearborn
16,18031,257,32,2327,Decatur
17,18033,169,4,2503,De Kalb
18,18035,481,52,8673,Delaware
19,18037,319,6,3484,Dubois
20,18039,3662,60,26593,Elkhart
21,18041,108,7,1816,Fayette
22,18043,418,44,5815,Floyd
23,18045,36,2,1085,Fountain
24,18047,128,8,1001,Franklin
25,18049,76,1,1410,Fulton
26,18051,128,2,2325,Gibson
27,18053,322,26,5277,Grant
28,18055,199,32,2341,Greene
29,18057,1735,101,30850,Hamilton
30,18059,474,36,7065,Hancock
31,18061,218,22,2620,Harrison
32,18063,1470,100,12861,Hendricks
33,18065,303,18,4445,Henry
34,18067,610,58,6462,Howard
35,18069,94,2,2679,Huntington
36,18071,479,3,3929,Jackson
37,18073,136,2,2683,Jasper
38,18075,72,0,1177,Jay
39,18077,87,2,2547,Jefferson
40,18079,179,12,1697,Jennings
41,18081,1351,118,13208,Johnson
42,18083,71,0,2167,Knox
43,18085,584,4,6074,Kosciusko
44,18087,487,10,2233,Lagrange
45,18089,5677,249,46381,Lake
46,18091,629,28,8842,La Porte
47,18093,253,25,3508,Lawrence
48,18095,681,64,8130,Madison
49,18097,12111,693,95557,Marion
50,18099,570,11,5121,Marshall
51,18101,26,0,545,Martin
52,18103,194,2,2792,Miami
53,18105,361,28,9784,Monroe
54,18107,297,20,3120,Montgomery
55,18109,344,31,4959,Morgan
56,18111,101,10,766,Newton
57,18113,524,28,4747,Noble
58,18115,23,0,372,Ohio
59,18117,138,23,1334,Orange
60,18119,53,1,1758,Owen
61,18121,28,0,920,Parke
62,18123,151,10,1566,Perry
63,18125,12,0,675,Pike
64,18127,849,38,11436,Porter
65,18129,64,0,1467,Posey
66,18131,66,1,1068,Pulaski
67,18133,174,8,2873,Putnam
68,18135,80,4,1829,Randolph
69,18137,135,7,2235,Ripley
70,18139,62,3,1281,Rush
71,18141,2211,69,30423,St. Joseph
72,18143,165,9,2704,Scott
73,18145,460,25,4161,Shelby
74,18147,59,1,1074,Spencer
75,18149,109,3,1456,Starke
76,18151,140,2,1966,Steuben
77,18153,51,1,1629,Sullivan
78,18155,32,0,546,Switzerland
79,18157,785,9,14559,Tippecanoe
80,18159,33,1,978,Tipton
81,18161,14,0,535,Union
82,18163,801,6,16496,Vanderburgh
83,18165,20,0,880,Vermillion
84,18167,261,8,7358,Vigo
85,18169,119,3,2561,Wabash
86,18171,15,1,335,Warren
87,18173,268,29,4443,Warrick
88,18175,68,1,1452,Washington
89,18177,159,6,5615,Wayne
90,18179,83,1,1776,Wells
91,18181,278,10,2692,White
92,18183,108,6,1758,Whitley
