_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,152,2,2586,Adams
2,18003,4462,172,44564,Allen
3,18005,969,50,12533,Bartholomew
4,18007,75,0,1188,Benton
5,18009,69,2,1420,Blackford
6,18011,771,46,9936,Boone
7,18013,82,2,1566,Brown
8,18015,242,9,2666,Carroll
9,18017,1834,9,7641,Cass
10,18019,1535,50,16556,Clark
11,18021,193,5,3232,Clay
12,18023,495,6,6373,Clinton
13,18025,56,0,1183,Crawford
14,18027,380,22,3527,Daviess
15,18029,548,28,7113,Dearborn
16,18031,365,33,3898,Decatur
17,18033,270,4,3970,De Kalb
18,18035,847,53,14439,Delaware
19,18037,783,16,6205,Dubois
20,18039,5265,95,39881,Elkhart
21,18041,258,8,3334,Fayette
22,18043,960,54,10714,Floyd
23,18045,80,2,1884,Fountain
24,18047,257,22,1774,Franklin
25,18049,188,2,2432,Fulton
26,18051,276,4,3966,Gibson
27,18053,561,30,8532,Grant
28,18055,317,35,4118,Greene
29,18057,3343,106,53691,Hamilton
30,18059,738,41,12375,Hancock
31,18061,417,24,5089,Harrison
32,18063,2102,110,21277,Hendricks
33,18065,525,21,6802,Henry
34,18067,1008,61,12132,Howard
35,18069,145,3,4347,Huntington
36,18071,645,7,5875,Jackson
37,18073,286,2,4347,Jasper
38,18075,110,0,1787,Jay
39,18077,192,3,4068,Jefferson
40,18079,244,12,2766,Jennings
41,18081,1900,120,21719,Johnson
42,18083,258,3,3673,Knox
43,18085,901,12,9981,Kosciusko
44,18087,577,11,2827,Lagrange
45,18089,8438,289,73867,Lake
46,18091,1067,30,16122,La Porte
47,18093,377,27,5243,Lawrence
48,18095,1160,67,14247,Madison
49,18097,17200,743,152065,Marion
50,18099,848,23,9218,Marshall
51,18101,62,0,949,Martin
52,18103,294,2,4718,Miami
53,18105,833,35,19459,Monroe
54,18107,379,21,4963,Montgomery
55,18109,529,35,8045,Morgan
56,18111,126,10,1145,Newton
57,18113,753,30,6915,Noble
58,18115,71,7,972,Ohio
59,18117,202,24,2307,Orange
60,18119,128,1,3069,Owen
61,18121,74,2,1593,Parke
62,18123,196,13,3062,Perry
63,18125,79,0,1232,Pike
64,18127,1528,39,21156,Porter
65,18129,197,0,2922,Posey
66,18131,91,1,1469,Pulaski
67,18133,396,8,4743,Putnam
68,18135,140,6,2824,Randolph
69,18137,229,8,4000,Ripley
70,18139,123,4,2195,Rush
71,18141,4105,87,52792,St. Joseph
72,18143,296,10,4013,Scott
73,18145,603,28,6031,Shelby
74,18147,144,3,2165,Spencer
75,18149,185,7,2629,Starke
76,18151,232,3,3249,Steuben
77,18153,241,4,2859,Sullivan
78,18155,62,0,1179,Switzerland
79,18157,1402,13,26940,Tippecanoe
80,18159,168,18,1759,Tipton
81,18161,52,0,1008,Union
82,18163,2290,17,32144,Vanderburgh
83,18165,71,0,1747,Vermillion
84,18167,971,14,14272,Vigo
85,18169,191,5,3661,Wabash
86,18171,33,1,587,Warren
87,18173,670,30,9474,Warrick
88,18175,170,1,2651,Washington
89,18177,455,10,10764,Wayne
90,18179,187,2,2995,Wells
91,18181,406,11,4174,White
92,18183,182,6,2852,Whitley
