_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,400,4,5148,Adams
2,18003,7240,213,72606,Allen
3,18005,1307,57,18414,Bartholomew
4,18007,95,0,1935,Benton
5,18009,167,3,2334,Blackford
6,18011,1124,46,15118,Boone
7,18013,122,3,2107,Brown
8,18015,299,13,3734,Carroll
9,18017,2136,16,10398,Cass
10,18019,2619,57,25565,Clark
11,18021,382,6,5061,Clay
12,18023,748,14,9338,Clinton
13,18025,133,1,1954,Crawford
14,18027,760,31,5783,Daviess
15,18029,801,28,9835,Dearborn
16,18031,481,39,5244,Decatur
17,18033,612,11,6656,De Kalb
18,18035,2513,71,24285,Delaware
19,18037,1225,21,9209,Dubois
20,18039,7732,126,55412,Elkhart
21,18041,512,14,5096,Fayette
22,18043,1607,65,16609,Floyd
23,18045,229,2,3186,Fountain
24,18047,329,25,2711,Franklin
25,18049,294,2,3876,Fulton
26,18051,756,9,6262,Gibson
27,18053,1100,38,13997,Grant
28,18055,472,36,6345,Greene
29,18057,5561,112,81805,Hamilton
30,18059,1064,44,17860,Hancock
31,18061,681,24,8005,Harrison
32,18063,2993,128,32980,Hendricks
33,18065,1057,27,10082,Henry
34,18067,1504,66,18261,Howard
35,18069,337,5,7331,Huntington
36,18071,956,10,8430,Jackson
37,18073,462,3,6615,Jasper
38,18075,246,3,3043,Jay
39,18077,308,4,6184,Jefferson
40,18079,343,13,4192,Jennings
41,18081,2775,127,33695,Johnson
42,18083,610,10,6126,Knox
43,18085,1537,19,15028,Kosciusko
44,18087,723,13,3971,Lagrange
45,18089,12087,339,107283,Lake
46,18091,1908,49,24700,La Porte
47,18093,657,30,7680,Lawrence
48,18095,2067,84,23401,Madison
49,18097,23512,772,226751,Marion
50,18099,1209,26,12644,Marshall
51,18101,185,0,1782,Martin
52,18103,507,4,7599,Miami
53,18105,3054,37,49204,Monroe
54,18107,536,22,7628,Montgomery
55,18109,851,40,12148,Morgan
56,18111,191,11,1959,Newton
57,18113,1028,33,9873,Noble
58,18115,94,7,1249,Ohio
59,18117,349,24,3652,Orange
60,18119,183,1,4703,Owen
61,18121,179,2,2768,Parke
62,18123,258,13,4172,Perry
63,18125,292,8,2040,Pike
64,18127,2672,47,33003,Porter
65,18129,603,3,5103,Posey
66,18131,124,1,2278,Pulaski
67,18133,668,15,7324,Putnam
68,18135,289,8,4581,Randolph
69,18137,374,8,5732,Ripley
70,18139,173,4,3165,Rush
71,18141,8088,146,87047,St. Joseph
72,18143,481,12,5673,Scott
73,18145,729,29,8397,Shelby
74,18147,343,6,3289,Spencer
75,18149,346,7,4053,Starke
76,18151,531,9,5475,Steuben
77,18153,384,12,4244,Sullivan
78,18155,76,0,1719,Switzerland
79,18157,3204,13,60393,Tippecanoe
80,18159,256,23,2734,Tipton
81,18161,85,0,1526,Union
82,18163,5056,45,50551,Vanderburgh
83,18165,172,1,3017,Vermillion
84,18167,2265,31,23801,Vigo
85,18169,326,9,5416,Wabash
86,18171,59,1,1004,Warren
87,18173,1742,58,15664,Warrick
88,18175,314,2,4039,Washington
89,18177,1004,18,15837,Wayne
90,18179,339,5,4810,Wells
91,18181,527,15,5913,White
92,18183,375,6,5073,Whitley
