_id,LOCATION_ID,COVID_COUNT,COVID_DEATHS,COVID_TEST,COUNTY_NAME
1,18001,617,7,5862,Adams
2,18003,8886,235,81689,Allen
3,18005,1507,58,20212,Bartholomew
4,18007,113,0,2117,Benton
5,18009,252,5,2685,Blackford
6,18011,1325,50,16421,Boone
7,18013,152,3,2302,Brown
8,18015,352,13,4028,Carroll
9,18017,2327,25,11202,Cass
10,18019,3129,65,28519,Clark
11,18021,475,7,5482,Clay
12,18023,952,16,10077,Clinton
13,18025,166,1,2196,Crawford
14,18027,941,36,6280,Daviess
15,18029,1058,28,10840,Dearborn
16,18031,547,39,5787,Decatur
17,18033,800,11,7605,De Kalb
18,18035,3185,77,27084,Delaware
19,18037,1535,26,9950,Dubois
20,18039,9549,145,61217,Elkhart
21,18041,810,22,5831,Fayette
22,18043,1905,69,18552,Floyd
23,18045,356,3,3644,Fountain
24,18047,388,25,3008,Franklin
25,18049,411,8,4335,Fulton
26,18051,967,12,6813,Gibson
27,18053,1381,40,15204,Grant
28,18055,594,38,6853,Greene
29,18057,6541,119,89261,Hamilton
30,18059,1271,44,19482,Hancock
31,18061,824,24,8888,Harrison
32,18063,3472,138,35883,Hendricks
33,18065,1377,30,11430,Henry
34,18067,1725,66,20006,Howard
35,18069,472,5,8200,Huntington
36,18071,1233,19,9467,Jackson
37,18073,723,5,7494,Jasper
38,18075,351,6,3440,Jay
39,18077,409,5,6755,Jefferson
40,18079,396,13,4568,Jennings
41,18081,3352,131,37105,Johnson
42,18083,861,10,6890,Knox
43,18085,2147,29,17335,Kosciusko
44,18087,831,15,4331,Lagrange
45,18089,14804,364,120752,Lake
46,18091,2441,65,27817,La Porte
47,18093,1022,38,8851,Lawrence
48,18095,2607,97,26302,Madison
49,18097,26448,794,245775,Marion
50,18099,1528,29,13800,Marshall
51,18101,205,0,1892,Martin
52,18103,698,5,8583,Miami
53,18105,3426,38,51942,Monroe
54,18107,653,22,8275,Montgomery
55,18109,1009,40,13316,Morgan
56,18111,241,11,2216,Newton
57,18113,1273,35,10973,Noble
58,18115,137,7,1385,Ohio
59,18117,432,25,4018,Orange
60,18119,221,1,5063,Owen
61,18121,264,4,3236,Parke
62,18123,404,14,4604,Perry
63,18125,367,18,2392,Pike
64,18127,3614,51,37465,Porter
65,18129,783,7,5729,Posey
66,18131,181,4,2583,Pulaski
67,18133,788,17,7954,Putnam
68,18135,427,11,5116,Randolph
69,18137,501,8,6287,Ripley
70,18139,265,4,3612,Rush
71,18141,9866,173,94914,St. Joseph
72,18143,569,16,6148,Scott
73,18145,945,36,9210,Shelby
74,18147,433,6,3754,Spencer
75,18149,473,10,4602,Starke
76,18151,684,9,6209,Steuben
77,18153,474,14,4735,Sullivan
78,18155,103,0,1859,Switzerland
79,18157,4098,16,64506,Tippecanoe
80,18159,286,23,2957,Tipton
81,18161,124,0,1678,Union
82,18163,6269,70,55518,Vanderburgh
83,18165,287,1,3469,Vermillion
84,18167,2883,41,26731,Vigo
85,18169,489,9,6368,Wabash
86,18171,102,1,1147,Warren
87,18173,2089,65,17049,Warrick
88,18175,398,3,4493,Washington
89,18177,1498,33,17843,Wayne
90,18179,490,11,5405,Wells
91,18181,640,16,6377,White
92,18183,508,6,5850,Whitley
